target,listing_type,kitchen_type,building_condition,postcode,tenement_building,double_glazing,furnished,bathroom,m2,bedrooms,number_bedrooms
1450,Apartment,Hyper equipped,Renovated,1180,No,Yes,No,1.0,128,10,2
4600,Other,Hyper equipped,Renovated,1180,No,Yes,No,3.0,218,12,3
4000,Other,Hyper equipped,Renovated,,No,Yes,No,2.0,264,57,3
1000,Apartment,Installed,Good,1030,No,Yes,No,1.0,73,10,2
1100,Apartment,Not installed,Good,1030,No,Yes,Unknown,1.0,128,10,2
1215,Apartment,Not installed,Good,1180,No,No,Unknown,2.0,128,25,1
1160,Apartment,Hyper equipped,Good,1180,No,Yes,Unknown,2.0,90,20,2
1950,Other,Hyper equipped,Good,1180,No,No,No,1.0,167,10,3
1950,Other,Hyper equipped,Good,1180,No,No,No,1.0,167,10,3
1725,Apartment,Hyper equipped,Renovated,1160,No,Yes,No,2.0,102,18,2
1100,Apartment,Not installed,Good,1160,No,Yes,No,1.0,95,14,2
940,Apartment,Not installed,Good,1040,No,Yes,No,1.0,70,10,1
1050,Apartment,Installed,Good,1000,No,No,Yes,1.0,71,10,1
1375,Apartment,Hyper equipped,Renovated,1050,No,Yes,Yes,1.0,73,12,1
800,Apartment,Not installed,Good,1050,No,No,Unknown,0.0,60,10,1
930,Apartment,Hyper equipped,Renovated,1200,No,Yes,No,1.0,55,12,1
1850,Apartment,Hyper equipped,Renovated,1180,No,Yes,No,2.0,100,17,2
1585,Apartment,Hyper equipped,Renovated,1040,No,Yes,Unknown,1.0,105,20,2
1950,Apartment,Not installed,Good,,No,Yes,No,2.0,100,10,2
1800,Other,Hyper equipped,Renovated,1200,No,Yes,Unknown,2.0,120,11,3
800,Apartment,Not installed,Renovated,1070,No,No,Unknown,1.0,80,9,2
1870,Other,Hyper equipped,Renovated,1000,No,Yes,Yes,1.0,115,10,2
1030,Apartment,Hyper equipped,Renovated,1140,No,Yes,Unknown,1.0,60,10,1
1050,Other,Hyper equipped,Renovated,1050,No,Yes,Unknown,1.0,45,10,1
3770,Other,Hyper equipped,Renovated,1050,No,Yes,Yes,2.0,226,15,4
1600,Apartment,Hyper equipped,Renovated,1050,No,Yes,Yes,1.0,70,10,2
2000,Apartment,Installed,Renovated,1050,No,Yes,No,2.0,135,10,2
3000,Other,Hyper equipped,Renovated,1050,No,Yes,No,2.0,136,20,2
3000,Other,Hyper equipped,Renovated,1050,No,Yes,Yes,2.0,136,20,2
1200,Apartment,Hyper equipped,Good,1050,No,Yes,No,1.0,86,12,2
1600,Apartment,Hyper equipped,Renovated,1050,No,Yes,No,1.0,103,14,2
1600,Apartment,Hyper equipped,Renovated,1050,No,Yes,No,1.0,103,14,2
2850,Apartment,Hyper equipped,Renovated,1180,No,Yes,Yes,2.0,180,12,3
1300,Apartment,Not installed,Renovated,1050,No,Yes,Unknown,1.0,75,10,2
1305,Apartment,Hyper equipped,Renovated,1150,No,Yes,No,1.0,92,12,2
2075,Apartment,Hyper equipped,Renovated,1160,No,Yes,No,2.0,120,21,3
1530,Apartment,Installed,Renovated,1140,No,Yes,No,2.0,116,14,3
1900,Apartment,Hyper equipped,Renovated,1040,No,Yes,Yes,3.0,165,20,3
1510,Apartment,Hyper equipped,Renovated,1180,No,Yes,Yes,1.0,60,15,1
1080,Other,Hyper equipped,Renovated,1180,No,Yes,Yes,1.0,40,10,1
1050,Other,Hyper equipped,Renovated,1180,No,Yes,Yes,1.0,40,10,1
985,Apartment,Not installed,Renovated,1000,No,Yes,No,1.0,57,10,1
1600,Apartment,Hyper equipped,Renovated,1040,No,Yes,No,2.0,90,17,2
950,Apartment,Installed,Good,1170,No,Yes,No,1.0,65,20,1
1600,Apartment,Hyper equipped,Renovated,1030,No,Yes,No,1.0,91,14,2
940,Apartment,Not installed,Good,1050,No,Yes,No,1.0,128,10,1
4500,Apartment,Hyper equipped,Renovated,1050,No,Yes,Yes,2.0,152,16,2
4400,Apartment,Hyper equipped,Renovated,1050,No,Yes,No,4.0,215,23,3
1265,Apartment,Hyper equipped,Renovated,1160,No,Yes,No,1.0,65,16,1
1265,Other,Hyper equipped,Renovated,,No,Yes,No,1.0,76,16,1
1100,Apartment,Hyper equipped,Renovated,1170,No,Yes,Unknown,1.0,75,16,2
1800,Apartment,Hyper equipped,Renovated,1050,No,No,Unknown,2.0,110,10,3
1250,Apartment,Hyper equipped,Renovated,1000,No,Yes,Unknown,1.0,128,10,2
2250,Other,Not installed,Renovated,1160,No,Yes,Unknown,2.0,175,24,3
1100,Apartment,Not installed,Renovated,1190,No,Yes,No,1.0,85,15,2
850,Apartment,Installed,Good,1060,No,Yes,No,1.0,60,10,1
820,Other,Installed,Renovated,1040,No,Yes,No,1.0,50,10,1
3080,Other,Hyper equipped,Renovated,1000,No,Yes,No,2.0,182,20,3
800,Other,Not installed,Good,1000,No,Yes,No,1.0,42,10,1
900,Other,Not installed,Good,1000,No,Yes,No,1.0,53,10,1
1265,Apartment,Hyper equipped,Renovated,1160,No,Yes,No,1.0,65,14,1
735,Apartment,Installed,Renovated,1200,No,Yes,Unknown,1.0,45,12,1
1250,Apartment,Not installed,Good,1030,No,Yes,No,2.0,90,10,1
1250,Other,Not installed,Good,1030,No,Yes,No,2.0,90,10,1
720,Other,Installed,Renovated,,No,Yes,No,1.0,45,10,1
790,Apartment,Installed,Renovated,1210,No,Yes,No,1.0,75,12,1
1350,Other,Hyper equipped,Renovated,1030,No,Yes,Yes,1.0,85,14,2
1575,Apartment,Hyper equipped,Good,1040,No,Yes,Yes,1.0,65,15,2
1250,Other,Hyper equipped,Renovated,1210,No,Yes,Yes,1.0,49,10,1
1125,Other,Hyper equipped,Good,1000,No,Yes,No,1.0,65,10,1
840,Apartment,Installed,Good,1180,No,Yes,No,1.0,80,11,1
1360,Apartment,Installed,Renovated,1180,No,Yes,No,2.0,114,14,3
1260,Other,Not installed,Good,1150,No,Yes,No,2.0,95,10,2
1800,Other,Installed,Good,1040,No,No,No,1.0,95,14,2
1475,Apartment,Installed,Good,1030,No,No,No,1.0,95,16,2
1250,Apartment,Installed,Good,1150,No,No,Yes,1.0,70,10,1
1600,Apartment,Not installed,Renovated,1000,No,Yes,No,2.0,125,10,2
1870,Apartment,Hyper equipped,Renovated,1040,No,Yes,Yes,2.0,140,14,2
890,Apartment,Installed,Good,1180,No,No,No,1.0,50,15,1
960,Other,Installed,Good,1180,No,No,Yes,1.0,60,10,1
1450,Other,Hyper equipped,Renovated,,No,Yes,No,1.0,108,13,2
1065,Apartment,Hyper equipped,Renovated,1150,No,Yes,Yes,2.0,68,14,1
760,Other,Not installed,Good,1180,No,Yes,Yes,1.0,45,10,1
825,Apartment,Not installed,Good,1050,No,Yes,Unknown,1.0,62,14,1
1230,Apartment,Hyper equipped,Renovated,,No,Yes,No,1.0,85,15,2
830,Apartment,Not installed,Good,1200,No,Yes,Unknown,1.0,128,10,1
1430,Other,Hyper equipped,Renovated,1050,No,Yes,No,2.0,153,10,2
950,Apartment,Hyper equipped,Good,1000,No,Yes,No,1.0,61,10,1
1090,Apartment,Installed,Renovated,1040,No,Yes,Yes,1.0,60,16,1
1650,Other,Hyper equipped,Renovated,1160,No,Yes,Unknown,1.0,90,15,2
1770,Other,Semi equipped,Good,,No,Yes,No,2.0,137,8,4
1495,Apartment,Hyper equipped,Renovated,1180,No,No,Unknown,1.0,75,10,1
2680,Other,Hyper equipped,Renovated,1180,No,Yes,Yes,2.0,165,18,3
3350,Apartment,Hyper equipped,Renovated,1050,No,Yes,No,2.0,195,25,3
1290,Apartment,Hyper equipped,Good,1040,No,Yes,Yes,1.0,80,16,2
1140,Apartment,Hyper equipped,Good,1000,No,Yes,Yes,1.0,70,10,1
1025,Other,Hyper equipped,Renovated,1040,No,Yes,Yes,1.0,50,10,1
1245,Apartment,Hyper equipped,Good,1150,No,Yes,Unknown,1.0,128,10,1
3250,Apartment,Installed,Renovated,1050,No,Yes,Unknown,3.0,128,220,4
2200,Other,Not installed,Good,1150,No,Yes,No,1.0,150,10,4
1400,Apartment,Hyper equipped,Renovated,1040,No,Yes,No,1.0,83,14,2
1790,Apartment,Not installed,Good,1050,No,Yes,No,1.0,135,17,2
1550,Apartment,Installed,Good,1200,No,Yes,No,1.0,120,17,3
1750,Apartment,Hyper equipped,Good,,No,Yes,No,1.0,110,16,2
2800,Other,Hyper equipped,Good,1000,No,Yes,No,2.0,192,10,3
675,Other,Installed,Good,1150,No,Yes,Unknown,1.0,42,10,1
910,Apartment,Hyper equipped,Renovated,1060,No,Yes,Yes,1.0,50,10,1
1350,Other,Hyper equipped,Renovated,1150,No,Yes,No,1.0,109,14,2
800,Apartment,Installed,Good,1050,No,Yes,No,1.0,45,16,1
1195,Apartment,Installed,Renovated,1180,No,No,No,1.0,100,16,1
2700,Other,Semi equipped,Renovated,1180,No,Yes,Unknown,2.0,145,20,3
1380,Other,Installed,Good,1160,No,Yes,Unknown,2.0,100,12,2
1400,Apartment,Not installed,Good,1000,No,Yes,Unknown,1.0,119,14,3
1015,Apartment,Installed,Renovated,1082,No,Yes,Unknown,1.0,65,15,1
960,Apartment,Installed,Good,1070,No,Yes,No,1.0,86,15,2
735,Other,Semi equipped,Renovated,1020,No,Yes,Yes,1.0,60,12,1
800,Apartment,Installed,Good,1070,No,Yes,No,1.0,50,10,1
1025,Other,Installed,Good,1060,No,Yes,No,0.0,45,10,1
850,Apartment,Installed,Good,,No,Yes,No,1.0,60,10,1
950,Apartment,Installed,Renovated,,No,Yes,No,1.0,60,14,1
975,Apartment,Semi equipped,Good,1190,No,Yes,No,1.0,90,18,1
4350,Apartment,Hyper equipped,Renovated,1050,No,Yes,Yes,2.0,155,20,2
4200,Apartment,Hyper equipped,Renovated,1050,No,Yes,Yes,2.0,170,26,2
4200,Apartment,Hyper equipped,Renovated,1050,No,Yes,Yes,2.0,170,26,2
3350,Other,Installed,Renovated,1050,No,Yes,Yes,2.0,100,19,2
750,Other,Installed,Renovated,1070,No,Yes,Unknown,1.0,70,9,2
1550,Apartment,Installed,Good,,No,Yes,Yes,1.0,105,16,2
2200,Other,Hyper equipped,Renovated,1000,No,Yes,No,1.0,217,10,1
1150,Apartment,Hyper equipped,Renovated,1000,No,Yes,No,1.0,60,17,1
1350,Apartment,Hyper equipped,Renovated,1000,No,Yes,No,1.0,72,15,2
820,Other,Installed,Good,1000,No,Yes,Yes,1.0,35,10,1
1475,Apartment,Installed,Good,1200,No,Yes,Unknown,2.0,113,15,2
1350,Apartment,Hyper equipped,Renovated,1050,No,Yes,No,1.0,100,14,2
2095,Apartment,Not installed,Good,1160,No,Yes,No,2.0,135,13,3
1305,Apartment,Hyper equipped,Renovated,1150,No,Yes,No,1.0,90,14,2
2175,Apartment,Hyper equipped,Renovated,1150,No,Yes,No,2.0,151,14,3
1075,Apartment,Semi equipped,Good,1150,No,Yes,No,1.0,75,9,2
1550,Apartment,Installed,Renovated,1050,No,Yes,No,2.0,80,16,1
1750,Apartment,Hyper equipped,Renovated,1200,No,Yes,No,1.0,100,16,2
1475,Apartment,Hyper equipped,Renovated,1150,No,Yes,No,1.0,105,14,2
1375,Other,Not installed,Renovated,1050,No,Yes,Unknown,1.0,85,14,1
1050,Apartment,Not installed,Good,1000,No,Yes,No,1.0,50,12,1
1100,Apartment,Hyper equipped,Good,1060,No,Yes,Unknown,1.0,78,14,1
1270,Apartment,Hyper equipped,Good,1000,No,Yes,Unknown,1.0,95,17,2
745,Other,Hyper equipped,Renovated,,No,Yes,Unknown,1.0,36,10,1
1100,Apartment,Semi equipped,Good,1190,No,Yes,Unknown,1.0,65,10,3
1150,Apartment,Hyper equipped,Renovated,1020,No,No,Unknown,1.0,100,20,2
1770,Apartment,Hyper equipped,Good,1050,No,Yes,Yes,1.0,80,10,1
1525,Other,Hyper equipped,Renovated,1050,No,Yes,No,2.0,120,16,2
1450,Apartment,Hyper equipped,Renovated,1170,No,Yes,Unknown,1.0,90,10,2
1470,Apartment,Hyper equipped,Renovated,1000,No,Yes,No,2.0,102,10,2
1825,Other,Hyper equipped,Renovated,,No,Yes,No,2.0,110,14,3
910,Apartment,Installed,Renovated,1040,No,Yes,No,1.0,55,14,1
1150,Apartment,Installed,Good,1150,No,No,No,1.0,92,18,2
1310,Apartment,Semi equipped,Good,1040,No,Yes,No,1.0,68,10,1
785,Other,Semi equipped,No renovated,1040,No,Yes,Yes,1.0,58,10,1
1195,Apartment,Hyper equipped,Good,1040,No,Yes,No,1.0,98,10,2
785,Apartment,Semi equipped,No renovated,1040,No,Yes,Yes,1.0,58,10,1
895,Other,Semi equipped,Good,1040,No,Yes,No,1.0,53,10,1
1500,Apartment,Installed,Good,1040,No,Yes,No,2.0,130,10,2
1400,Apartment,Installed,Good,1060,No,Yes,No,2.0,85,14,2
1030,Apartment,Hyper equipped,Good,1000,No,Yes,Unknown,1.0,70,10,1
1400,Apartment,Not installed,Good,1050,No,Yes,No,1.0,80,10,1
860,Apartment,Semi equipped,Good,1060,No,Yes,Unknown,1.0,50,12,1
1200,Apartment,Hyper equipped,Renovated,1180,No,Yes,Unknown,1.0,128,10,2
870,Apartment,Not installed,Good,1050,No,No,Unknown,2.0,60,10,1
830,Apartment,Installed,Good,1090,No,Yes,No,1.0,60,10,1
990,Apartment,Not installed,Good,1140,No,Yes,No,1.0,64,10,1
1700,Other,Not installed,Renovated,1050,No,Yes,No,2.0,96,15,2
895,Apartment,Installed,Good,1060,No,Yes,Unknown,1.0,62,16,1
950,Apartment,Installed,Good,1050,No,No,Yes,1.0,60,10,1
865,Other,Not installed,Renovated,1000,No,Yes,No,1.0,128,10,1
1075,Apartment,Not installed,Renovated,1030,No,Yes,No,1.0,75,10,1
760,Apartment,Semi equipped,Good,1050,No,Yes,No,1.0,53,10,1
1540,Apartment,Hyper equipped,Good,1200,No,Yes,Unknown,1.0,108,16,2
1520,Apartment,Not installed,Good,1000,No,Yes,No,1.0,70,10,1
970,Apartment,Installed,Good,1070,No,Yes,No,1.0,50,11,1
1750,Apartment,Installed,Good,,No,Yes,No,2.0,145,15,3
1545,Apartment,Not installed,Good,1000,No,Yes,No,1.0,114,10,2
2040,Apartment,Not installed,Renovated,1160,No,Yes,No,1.0,113,13,3
2200,Other,Not installed,Renovated,1050,No,Yes,Yes,2.0,135,18,2
1700,Other,Hyper equipped,Good,1050,No,Yes,No,2.0,128,14,2
900,Other,Hyper equipped,Good,1000,No,Yes,No,1.0,50,10,1
830,Apartment,Installed,Good,1000,No,Yes,No,1.0,55,10,1
1495,Apartment,Not installed,Renovated,,No,Yes,No,1.0,75,10,1
1550,Other,Not installed,Good,,No,Yes,No,1.0,78,10,2
1200,Other,Hyper equipped,Good,1030,No,Yes,No,1.0,70,10,1
1300,Apartment,Hyper equipped,Good,1030,No,Yes,No,1.0,80,10,2
1200,Apartment,Hyper equipped,Good,1030,No,Yes,No,1.0,70,10,1
1300,Apartment,Hyper equipped,Good,1030,No,Yes,No,1.0,80,10,2
1150,Apartment,Hyper equipped,Good,1030,No,Yes,No,1.0,60,10,1
1340,Apartment,Hyper equipped,Good,1030,No,Yes,No,1.0,85,10,2
1150,Apartment,Hyper equipped,Good,1030,No,Yes,No,1.0,60,10,1
1300,Apartment,Hyper equipped,Good,1030,No,Yes,No,1.0,80,10,2
800,Apartment,Installed,Good,1190,No,Yes,No,1.0,50,15,1
650,Apartment,Not installed,Good,1180,No,Yes,Unknown,1.0,128,10,1
1250,Apartment,Installed,Good,1150,No,No,Unknown,1.0,116,10,2
4650,Apartment,Hyper equipped,Renovated,1050,No,Yes,No,3.0,260,19,4
1400,Apartment,Hyper equipped,Renovated,1000,No,Yes,No,1.0,127,10,1
1420,Apartment,Hyper equipped,Renovated,1000,No,Yes,No,1.0,90,20,2
1050,Other,Installed,Good,1000,No,Yes,Unknown,2.0,98,10,2
1280,Apartment,Not installed,Good,1000,No,Yes,Yes,1.0,55,10,1
910,Apartment,Not installed,Good,1030,No,No,Unknown,1.0,128,10,1
1380,Apartment,Hyper equipped,Renovated,1040,No,Yes,Yes,2.0,64,14,1
1000,Apartment,Semi equipped,Good,1030,No,Yes,No,1.0,70,14,1
940,Apartment,Hyper equipped,Renovated,1050,No,Yes,Unknown,1.0,64,16,1
895,Apartment,Hyper equipped,Good,1050,No,Yes,No,1.0,85,10,1
800,Other,Not installed,Good,1050,No,No,Unknown,1.0,40,10,1
2000,Apartment,Not installed,Good,1050,No,No,No,1.0,135,20,2
2650,Other,Hyper equipped,Renovated,1150,No,Yes,No,3.0,130,14,3
2175,Apartment,Hyper equipped,Renovated,1160,No,Yes,No,2.0,123,16,3
3630,Other,Hyper equipped,Renovated,1150,No,Yes,No,3.0,190,14,2
1400,Apartment,Hyper equipped,Renovated,1160,No,Yes,Yes,1.0,51,12,1
1625,Apartment,Hyper equipped,Good,1200,No,Yes,Unknown,2.0,113,14,3
1075,Other,Hyper equipped,Renovated,1090,No,No,No,1.0,80,12,2
2350,Apartment,Hyper equipped,Renovated,1000,No,Yes,No,2.0,130,17,2
865,Apartment,Not installed,Good,1000,No,Yes,Yes,1.0,60,10,1
1750,Other,Installed,Good,,No,No,No,2.0,128,10,3
1650,Apartment,Installed,Good,1180,No,No,No,1.0,100,10,2
1725,Apartment,Installed,Renovated,1180,No,Yes,Yes,2.0,88,10,2
1650,Apartment,Hyper equipped,Renovated,1160,No,Yes,Yes,1.0,66,8,1
1850,Apartment,Hyper equipped,Renovated,1140,No,Yes,Yes,1.0,97,15,2
985,Apartment,Not installed,Good,1030,No,No,Unknown,1.0,128,10,2
2100,Other,Installed,Renovated,1200,No,Yes,No,3.0,180,16,3
1300,Apartment,Hyper equipped,Renovated,1160,No,Yes,Yes,1.0,56,12,1
875,Apartment,Installed,Good,1000,No,Yes,No,1.0,50,16,1
1200,Other,Installed,Good,1050,No,Yes,Yes,1.0,35,10,1
1530,Apartment,Installed,Good,1180,No,No,No,1.0,70,10,2
3950,Other,Hyper equipped,Renovated,,No,Yes,Unknown,2.0,240,10,4
1800,Apartment,Hyper equipped,Renovated,1160,No,Yes,No,2.0,110,10,2
1000,Apartment,Installed,Good,1180,No,Yes,No,1.0,70,14,2
975,Apartment,Hyper equipped,Good,,No,Yes,Unknown,1.0,60,9,1
1850,Apartment,Not installed,Good,1000,No,Yes,No,3.0,130,10,2
950,Apartment,Not installed,Good,1150,No,Yes,No,2.0,105,10,2
5750,Apartment,Not installed,Good,1000,No,Yes,No,3.0,185,10,3
2750,Other,Hyper equipped,Renovated,1150,No,Yes,No,2.0,160,18,3
1400,Apartment,Installed,Renovated,1050,No,Yes,No,1.0,100,14,2
2000,Apartment,Hyper equipped,Renovated,1000,No,Yes,Yes,1.0,120,10,2
2920,Apartment,Semi equipped,Renovated,1050,No,Yes,No,2.0,118,23,3
6600,Apartment,Hyper equipped,Renovated,1050,No,Yes,No,5.0,240,28,3
3200,Other,Semi equipped,Renovated,1050,No,Yes,No,2.0,185,12,3
3350,Apartment,Installed,Renovated,1050,No,Yes,No,3.0,166,12,3
3350,Apartment,Hyper equipped,Renovated,1050,No,Yes,Yes,2.0,100,19,2
800,Apartment,Semi equipped,Good,1082,No,Yes,Unknown,1.0,50,16,1
995,Apartment,Hyper equipped,Renovated,1030,No,Yes,No,1.0,90,20,2
985,Apartment,Not installed,Renovated,1200,No,Yes,No,1.0,45,10,1
995,Apartment,Not installed,Renovated,1050,No,Yes,Unknown,2.0,60,10,1
1400,Apartment,Not installed,Renovated,1050,No,Yes,Yes,1.0,55,10,1
800,Apartment,Installed,Good,1020,No,Yes,Yes,1.0,65,11,1
1450,Apartment,Hyper equipped,Good,1050,No,Yes,No,2.0,93,16,2
1690,Apartment,Hyper equipped,Renovated,1050,No,Yes,No,1.0,90,16,2
910,Apartment,Semi equipped,Good,1050,No,Yes,No,1.0,60,14,1
2500,Apartment,Hyper equipped,Renovated,1050,No,Yes,Yes,1.0,89,14,1
1200,Apartment,Hyper equipped,Renovated,1050,No,Yes,No,1.0,91,10,2
1090,Apartment,Not installed,Renovated,1180,No,Yes,No,1.0,95,13,2
4930,Other,Hyper equipped,Renovated,1000,No,Yes,Yes,2.0,180,20,3
3000,Other,Hyper equipped,Renovated,1000,No,Yes,No,3.0,195,18,5
1027,Apartment,Semi equipped,Good,1040,No,Yes,No,1.0,56,11,1
790,Apartment,Installed,Good,1170,No,Yes,No,1.0,55,16,1
950,Other,Hyper equipped,Renovated,1200,No,Yes,Yes,1.0,35,10,1
2620,Apartment,Hyper equipped,Renovated,1050,No,Yes,No,2.0,123,20,2
2730,Other,Hyper equipped,Renovated,1050,No,Yes,No,2.0,122,20,2
1830,Apartment,Hyper equipped,Renovated,1050,No,Yes,Yes,1.0,85,15,2
1575,Apartment,Not installed,Good,1160,No,Yes,No,1.0,110,12,2
1530,Apartment,Hyper equipped,Renovated,1200,No,Yes,No,2.0,120,14,2
1600,Apartment,Hyper equipped,Renovated,,No,Yes,No,2.0,115,10,2
850,Apartment,Not installed,Good,1180,No,Yes,Unknown,2.0,80,19,1
1850,Other,Hyper equipped,Renovated,1180,No,Yes,Yes,1.0,90,18,2
1850,Other,Hyper equipped,Renovated,1180,No,Yes,Yes,1.0,90,18,2
5250,Apartment,Hyper equipped,Renovated,1180,No,Yes,No,3.0,272,24,3
1550,Apartment,Hyper equipped,Renovated,1180,No,Yes,Yes,1.0,70,15,1
2476,Other,Hyper equipped,Renovated,1180,No,Yes,No,2.0,239,16,4
2170,Apartment,Hyper equipped,Renovated,1160,No,Yes,No,2.0,146,14,3
1200,Apartment,Installed,Good,1020,No,Yes,No,1.0,100,11,2
850,Apartment,Installed,Good,1140,No,Yes,No,1.0,60,17,1
1395,Other,Hyper equipped,Renovated,1000,No,Yes,No,1.0,66,15,1
1425,Apartment,Hyper equipped,Renovated,1000,No,Yes,No,1.0,120,16,2
970,Other,Hyper equipped,Renovated,1000,No,Yes,Yes,1.0,45,10,1
1920,Other,Hyper equipped,Good,1050,No,Yes,Yes,1.0,125,15,2
1400,Apartment,Hyper equipped,Renovated,,No,Yes,Yes,1.0,60,12,1
1400,Other,Installed,Renovated,,No,Yes,Yes,1.0,60,12,1
1200,Other,Not installed,Good,,No,Yes,Yes,1.0,35,10,1
2005,Other,Hyper equipped,Renovated,,No,Yes,No,2.0,130,15,2
3750,Apartment,Not installed,Good,,No,No,Unknown,1.0,155,10,2
1150,Apartment,Installed,Renovated,1050,No,Yes,Yes,0.0,60,16,1
2950,Other,Installed,Good,,No,No,No,3.0,240,10,4
2800,Apartment,Installed,Good,,No,No,No,2.0,210,10,3
945,Apartment,Installed,Renovated,1030,No,No,Unknown,1.0,124,12,1
2500,Other,Hyper equipped,Renovated,1050,No,Yes,Unknown,2.0,120,18,3
2500,Other,Hyper equipped,Renovated,1060,No,Yes,Unknown,2.0,120,18,3
950,Other,Not installed,Good,1060,No,Yes,No,1.0,60,10,1
1150,Apartment,Not installed,Renovated,1050,No,No,No,1.0,70,13,1
2300,Other,Not installed,Good,1150,No,No,Unknown,3.0,220,18,4
1950,Other,Hyper equipped,Renovated,1060,No,Yes,Yes,2.0,145,10,2
1450,Apartment,Not installed,Good,1200,No,Yes,Unknown,2.0,110,10,3
805,Apartment,Not installed,Renovated,1000,No,Yes,Yes,1.0,50,10,1
990,Apartment,Not installed,Good,1050,No,Yes,Yes,1.0,70,10,1
1015,Apartment,Not installed,Renovated,,No,No,Unknown,0.0,75,10,1
1440,Other,Hyper equipped,Good,1030,No,Yes,No,1.0,85,10,2
1440,Apartment,Hyper equipped,Good,1030,No,Yes,No,1.0,85,10,2
1025,Apartment,Hyper equipped,Good,1000,No,Yes,No,1.0,57,10,1
730,Other,Not installed,Renovated,,No,No,Unknown,1.0,35,10,1
1850,Other,Installed,Renovated,1150,No,Yes,Yes,1.0,90,15,2
1200,Apartment,Installed,Renovated,1030,No,Yes,Yes,1.0,75,12,1
1035,Apartment,Installed,Renovated,1050,No,Yes,No,1.0,75,12,2
1110,Apartment,Hyper equipped,Good,1050,No,Yes,Yes,1.0,60,10,1
1600,Other,Installed,Renovated,,No,Yes,Yes,3.0,135,11,3
1750,Apartment,Installed,Renovated,,No,No,Unknown,2.0,210,20,2
1390,Apartment,Hyper equipped,Good,1060,No,No,Yes,1.0,90,10,2
2550,Apartment,Hyper equipped,Good,1180,No,Yes,No,2.0,135,20,2
1885,Apartment,Installed,Good,1000,No,Yes,No,2.0,117,12,2
1730,Apartment,Hyper equipped,Good,1060,No,Yes,No,1.0,107,10,2
2050,Other,Hyper equipped,Good,1050,No,Yes,Yes,2.0,90,10,2
2000,Apartment,Installed,Good,1050,No,Yes,No,3.0,166,10,3
1200,Apartment,Hyper equipped,Renovated,1020,No,Yes,No,1.0,80,15,2
775,Apartment,Not installed,Good,1050,No,No,Yes,1.0,128,10,1
1050,Other,Semi equipped,Good,1040,No,No,No,1.0,42,5,1
1200,Other,Not installed,Good,1050,No,No,Yes,1.0,128,12,2
1520,Apartment,Installed,Renovated,1040,No,Yes,Unknown,1.0,116,16,2
1500,Other,Hyper equipped,Good,1180,No,Yes,No,2.0,115,16,2
2490,Apartment,Hyper equipped,Renovated,1050,No,Yes,No,3.0,139,12,3
1900,Other,Hyper equipped,Renovated,1050,No,Yes,No,3.0,148,23,2
1700,Other,Hyper equipped,Good,1050,No,No,Yes,2.0,156,10,3
1480,Other,Installed,Renovated,1180,No,Yes,No,1.0,155,16,2
1400,Apartment,Hyper equipped,Good,1180,No,Yes,Yes,1.0,80,13,2
1800,Apartment,Hyper equipped,Renovated,1180,No,Yes,Unknown,2.0,124,10,3
1550,Other,Not installed,Good,1180,No,Yes,Unknown,2.0,135,10,3
1855,Apartment,Hyper equipped,Renovated,1190,No,Yes,Yes,2.0,126,15,3
1070,Apartment,Not installed,Good,1180,No,Yes,No,1.0,75,10,1
2100,Other,Not installed,Good,1040,No,Yes,No,1.0,160,10,4
1500,Apartment,Not installed,Good,1040,No,Yes,No,2.0,135,10,3
1215,Apartment,Hyper equipped,Good,,No,Yes,No,1.0,80,15,2
900,Other,Installed,Renovated,1090,No,Yes,Unknown,1.0,70,10,1
2400,Other,Hyper equipped,Renovated,1180,No,Yes,No,3.0,160,10,4
2600,Other,Hyper equipped,Renovated,1050,No,Yes,No,3.0,167,29,3
2650,Other,Hyper equipped,Renovated,1050,No,Yes,No,3.0,145,13,3
1535,Apartment,Hyper equipped,Renovated,1200,No,Yes,No,1.0,95,13,2
10025,Apartment,Installed,Good,,No,Yes,Unknown,1.0,128,10,1
870,Apartment,Semi equipped,Good,1030,No,Yes,No,1.0,65,13,1
1050,Apartment,Installed,Good,1050,No,Yes,No,1.0,99,12,2
1185,Apartment,Hyper equipped,Renovated,1200,No,Yes,No,1.0,74,11,1
1200,Apartment,Hyper equipped,Good,1150,No,Yes,Unknown,1.0,90,10,2
1965,Apartment,Hyper equipped,Renovated,1000,No,Yes,No,1.0,111,14,3
1075,Apartment,Installed,Renovated,1060,No,Yes,No,1.0,70,70,1
1775,Apartment,Hyper equipped,Renovated,1050,No,Yes,No,1.0,102,16,2
1421,Apartment,Hyper equipped,Good,,No,Yes,No,1.0,76,10,2
1630,Apartment,Hyper equipped,Good,1000,No,Yes,No,1.0,95,17,2
1630,Apartment,Hyper equipped,Good,1000,No,Yes,No,1.0,95,17,2
775,Other,Not installed,Good,1190,No,Yes,Unknown,0.0,128,10,1
1010,Apartment,Not installed,Good,1040,No,Yes,No,1.0,70,13,1
770,Other,Installed,Renovated,1000,No,Yes,No,1.0,37,10,1
2690,Other,Hyper equipped,Renovated,1020,No,Yes,Yes,1.0,162,16,4
1550,Apartment,Semi equipped,Good,1040,No,Yes,No,2.0,133,15,3
1100,Apartment,Not installed,Good,1050,No,Yes,No,1.0,65,10,1
1450,Apartment,Installed,Good,1150,No,Yes,No,1.0,93,15,2
