target,listing_type,kitchen_type,building_condition,postcode,tenement_building,double_glazing,furnished,bathroom,m2,bedrooms,number_bedrooms
2125,Apartment,Hyper equipped,Good,1180,No,No,Yes,1.0,89,10,2
2700,Other,Hyper equipped,Renovated,,No,No,Yes,2.0,140,50,2
3950,Other,Hyper equipped,Renovated,1050,No,Yes,No,3.0,260,28,5
1500,Other,Installed,Good,1081,No,Yes,Unknown,1.0,134,10,4
1750,Other,Hyper equipped,Good,,No,Yes,No,3.0,180,25,3
1450,Apartment,Hyper equipped,Renovated,1000,No,Yes,No,1.0,85,15,2
1005,Apartment,Not installed,Good,1080,No,Yes,No,1.0,79,12,2
1300,Apartment,Not installed,Renovated,1070,No,No,Unknown,1.0,128,12,3
1380,Apartment,Installed,Renovated,1200,No,No,Unknown,1.0,85,10,2
985,Apartment,Installed,Good,1070,No,No,No,1.0,103,10,2
1800,Other,Hyper equipped,Good,1020,No,Yes,No,2.0,165,14,3
1380,Other,Hyper equipped,Renovated,1050,No,Yes,Yes,1.0,36,10,1
1950,Other,Hyper equipped,Renovated,1050,No,Yes,Yes,1.0,52,18,1
1900,Apartment,Hyper equipped,Renovated,1050,No,Yes,Yes,1.0,62,15,1
2750,Other,Hyper equipped,Renovated,1050,No,Yes,Yes,2.0,102,25,2
2450,Other,Hyper equipped,Renovated,1050,No,Yes,Yes,2.0,79,18,1
2500,Other,Hyper equipped,Renovated,1060,No,No,Yes,1.0,110,10,3
1350,Apartment,Installed,Good,1180,No,No,Yes,1.0,100,10,2
4850,Apartment,Not installed,Good,1050,No,Yes,No,2.0,240,10,3
1650,Apartment,Hyper equipped,Renovated,1000,No,Yes,No,1.0,100,14,2
1375,Apartment,Installed,Renovated,1000,No,Yes,No,1.0,98,17,2
1360,Apartment,Hyper equipped,Renovated,1030,No,Yes,No,2.0,100,14,2
1090,Apartment,Installed,Renovated,1040,No,Yes,Yes,1.0,128,65,1
1950,Apartment,Hyper equipped,Renovated,1200,No,Yes,No,1.0,150,10,3
1300,Apartment,Hyper equipped,Good,1140,No,Yes,No,1.0,85,9,2
2450,Apartment,Hyper equipped,Renovated,1000,No,Yes,Yes,2.0,102,10,2
1650,Apartment,Hyper equipped,Renovated,1050,No,Yes,No,1.0,84,11,2
1550,Apartment,Installed,Good,1150,No,No,No,1.0,140,10,3
2250,Apartment,Not installed,Good,1050,No,Yes,Unknown,2.0,133,20,2
3050,Other,Installed,Renovated,1160,No,Yes,No,2.0,151,10,3
1200,Apartment,Installed,Good,1160,No,Yes,No,1.0,72,15,1
2250,Other,Hyper equipped,Renovated,1050,No,Yes,No,2.0,133,24,2
1300,Apartment,Installed,Renovated,1090,No,Yes,No,1.0,96,14,2
975,Apartment,Hyper equipped,Good,1040,No,Yes,No,1.0,66,10,1
3650,Other,Not installed,Renovated,1050,No,Yes,Unknown,3.0,200,10,3
2950,Apartment,Semi equipped,Renovated,1050,No,Yes,No,2.0,118,23,3
2880,Apartment,Hyper equipped,Renovated,1150,No,Yes,No,3.0,256,26,4
1550,Other,Installed,Good,1000,No,Yes,Yes,2.0,102,10,3
970,Apartment,Semi equipped,Good,1040,No,Yes,No,1.0,65,10,2
1235,Other,Hyper equipped,Good,1030,No,Yes,Unknown,2.0,141,10,2
1100,Other,Hyper equipped,Good,1060,No,Yes,Yes,1.0,45,10,1
1350,Apartment,Not installed,Renovated,1040,No,Yes,Yes,1.0,40,10,1
1375,Apartment,Hyper equipped,Good,1040,No,Yes,Yes,1.0,75,10,1
860,Apartment,Hyper equipped,Good,1020,No,Yes,Yes,1.0,60,12,1
1950,Other,Hyper equipped,Good,1180,No,Yes,No,2.0,132,15,2
2570,Other,Hyper equipped,Renovated,1180,No,Yes,No,2.0,220,40,3
3000,Apartment,Not installed,Renovated,,No,No,Yes,1.0,119,10,1
3600,Other,Installed,Renovated,,No,No,Unknown,3.0,270,10,4
2950,Other,Not installed,Renovated,1160,No,Yes,Unknown,3.0,240,10,4
3630,Apartment,Hyper equipped,Renovated,1050,No,Yes,No,3.0,180,15,2
3630,Apartment,Hyper equipped,Renovated,1050,No,Yes,No,2.0,200,20,2
1800,Apartment,Hyper equipped,Good,,No,Yes,No,2.0,110,15,3
1625,Apartment,Hyper equipped,Renovated,1160,No,Yes,No,2.0,110,14,2
1380,Apartment,Hyper equipped,Renovated,1000,No,Yes,No,1.0,70,13,1
2175,Apartment,Hyper equipped,Renovated,1180,No,Yes,Yes,1.0,100,10,2
825,Other,Hyper equipped,Good,1040,No,Yes,No,1.0,45,10,1
1400,Apartment,Hyper equipped,Good,1040,No,Yes,No,1.0,85,15,2
1000,Apartment,Not installed,Renovated,1000,No,Yes,No,1.0,85,16,2
1350,Apartment,Hyper equipped,Good,1083,No,Yes,No,2.0,125,13,3
1650,Apartment,Hyper equipped,Renovated,1170,No,Yes,Unknown,2.0,120,16,3
1815,Other,Installed,Renovated,1030,No,Yes,No,2.0,170,20,3
1130,Apartment,Hyper equipped,Good,1000,No,Yes,Unknown,1.0,100,16,1
1850,Other,Not installed,Good,1040,No,Yes,No,2.0,175,10,3
1400,Apartment,Hyper equipped,Renovated,1000,No,Yes,No,1.0,120,10,2
1430,Apartment,Hyper equipped,Good,,No,Yes,No,2.0,77,15,2
1499,Apartment,Hyper equipped,Renovated,1050,No,Yes,Yes,1.0,128,15,1
1600,Other,Not installed,Renovated,1000,No,Yes,No,2.0,100,20,2
1700,Apartment,Hyper equipped,Good,1150,No,Yes,Yes,1.0,96,14,1
2350,Apartment,Not installed,Renovated,1050,No,Yes,No,1.0,130,22,2
3630,Apartment,Not installed,Renovated,1050,No,Yes,No,2.0,200,25,2
3630,Apartment,Not installed,Renovated,1050,No,Yes,No,2.0,180,19,2
650,Other,Hyper equipped,Renovated,,No,No,Yes,2.0,200,22,4
3500,Other,Hyper equipped,Renovated,1030,No,Yes,Unknown,4.0,250,16,4
1965,Other,Hyper equipped,Good,1040,No,Yes,Unknown,2.0,136,30,2
1650,Other,Hyper equipped,Good,1000,No,Yes,Yes,1.0,130,20,2
2155,Apartment,Hyper equipped,Renovated,1050,No,Yes,No,1.0,101,17,2
2300,Other,Hyper equipped,Renovated,1050,No,Yes,Unknown,2.0,125,20,2
3110,Apartment,Hyper equipped,Renovated,1000,No,Yes,No,2.0,165,31,3
675,Apartment,Not installed,Good,,No,No,Unknown,0.0,128,10,1
1350,Apartment,Not installed,Renovated,,No,No,Yes,1.0,75,20,2
1500,Other,Installed,Good,1200,No,Yes,No,2.0,180,10,3
4850,Apartment,Hyper equipped,Renovated,1050,No,Yes,No,2.0,200,18,3
1800,Apartment,Installed,Renovated,1050,No,Yes,Yes,1.0,60,12,1
901,Apartment,Installed,Good,1180,No,Yes,No,1.0,40,16,1
1400,Apartment,Hyper equipped,Renovated,1050,No,Yes,No,1.0,106,10,2
1510,Apartment,Installed,Renovated,1150,No,Yes,No,2.0,114,17,2
2600,Apartment,Hyper equipped,Renovated,1150,No,Yes,No,3.0,200,13,4
1750,Other,Installed,Good,1090,No,Yes,Unknown,1.0,134,21,2
1800,Apartment,Hyper equipped,Good,1000,No,Yes,No,2.0,119,10,3
2510,Apartment,Hyper equipped,Renovated,1000,No,Yes,No,3.0,150,10,2
1850,Apartment,Hyper equipped,Renovated,1000,No,Yes,Yes,2.0,133,10,2
2220,Other,Installed,Renovated,1000,No,Yes,No,2.0,113,10,3
1245,Apartment,Installed,Renovated,1200,No,Yes,No,1.0,98,10,2
1750,Apartment,Hyper equipped,Good,1040,No,Yes,Yes,1.0,128,10,1
1410,Apartment,Installed,Good,1140,No,Yes,No,1.0,100,16,2
1185,Apartment,Installed,Renovated,1200,No,Yes,Yes,1.0,70,15,1
1850,Apartment,Installed,Good,1000,No,Yes,No,1.0,155,17,2
1250,Other,Not installed,Good,1050,No,Yes,Yes,1.0,128,10,1
2450,Other,Installed,Renovated,1180,No,Yes,Unknown,2.0,210,19,4
3000,Other,Hyper equipped,Renovated,1050,No,Yes,Yes,2.0,140,28,2
3000,Other,Hyper equipped,Renovated,1050,No,Yes,No,3.0,250,20,3
985,Apartment,Not installed,Good,1160,No,Yes,No,1.0,72,12,2
2000,Other,Hyper equipped,Renovated,1180,No,Yes,No,2.0,220,15,3
2300,Other,Hyper equipped,Good,1150,No,Yes,No,3.0,220,18,4
850,Other,Hyper equipped,Renovated,1150,No,Yes,No,1.0,40,10,1
2685,Apartment,Hyper equipped,Good,1150,No,Yes,No,3.0,198,12,4
1700,Apartment,Hyper equipped,Good,1050,No,Yes,Yes,1.0,85,14,1
870,Apartment,Semi equipped,Good,1040,No,Yes,No,1.0,50,10,1
3250,Apartment,Installed,Renovated,1050,No,Yes,No,2.0,240,40,3
3000,Apartment,Installed,Renovated,1050,No,Yes,No,2.0,240,40,3
1165,Apartment,Hyper equipped,Good,1070,No,Yes,No,1.0,114,15,2
1105,Apartment,Hyper equipped,Good,1070,No,Yes,No,1.0,76,15,2
2900,Apartment,Installed,Good,1050,No,Yes,Yes,2.0,160,10,3
860,Other,Installed,Good,1080,No,No,No,1.0,53,10,1
1200,Apartment,Installed,Renovated,1080,No,Yes,Unknown,1.0,107,17,2
1060,Apartment,Semi equipped,Good,1150,No,Yes,No,1.0,70,10,2
1950,Other,Hyper equipped,Good,1180,No,Yes,No,2.0,180,25,3
1690,Other,Hyper equipped,Good,1180,No,Yes,Unknown,2.0,145,9,4
750,Apartment,Not installed,No renovated,,No,Yes,Unknown,1.0,55,10,1
1450,Apartment,Not installed,Renovated,1030,No,Yes,No,1.0,95,10,2
1280,Apartment,Hyper equipped,Renovated,1200,No,Yes,No,1.0,110,10,1
1280,Apartment,Hyper equipped,Renovated,1200,No,Yes,No,1.0,110,10,1
920,Apartment,Installed,Good,1000,No,Yes,No,1.0,56,14,1
1929,Other,Hyper equipped,Renovated,1180,No,Yes,No,2.0,130,10,3
1015,Apartment,Installed,Good,1140,No,Yes,No,1.0,65,14,1
2120,Apartment,Hyper equipped,Renovated,1180,No,Yes,No,2.0,128,10,3
1300,Other,Hyper equipped,Good,,No,No,Unknown,2.0,110,18,2
1375,Apartment,Installed,Good,1030,No,Yes,No,2.0,100,16,2
1370,Other,Not installed,Renovated,,No,Yes,Unknown,1.0,108,18,2
1650,Apartment,Hyper equipped,Renovated,1180,No,Yes,No,2.0,94,14,2
900,Other,Not installed,Good,1050,No,No,Yes,1.0,43,10,1
4200,Apartment,Hyper equipped,Renovated,,No,Yes,Yes,2.0,220,10,3
4200,Apartment,Hyper equipped,Renovated,,No,Yes,No,2.0,220,10,3
1420,Apartment,Installed,Renovated,1050,No,Yes,Yes,1.0,102,25,1
1450,Apartment,Installed,Good,1050,No,Yes,No,1.0,90,10,2
1600,Apartment,Not installed,Good,1050,No,Yes,Unknown,1.0,128,18,1
1350,Apartment,Hyper equipped,Good,1180,No,Yes,No,2.0,85,10,2
1320,Apartment,Not installed,Good,1040,No,Yes,No,0.0,124,18,2
720,Other,Not installed,Good,1060,No,No,Yes,1.0,128,10,1
1400,Apartment,Hyper equipped,Renovated,1180,No,Yes,No,2.0,111,19,2
1155,Apartment,Installed,Renovated,1150,No,Yes,Unknown,1.0,70,12,2
2201,Other,Hyper equipped,Renovated,,No,Yes,No,3.0,130,14,3
2900,Other,Hyper equipped,Renovated,,No,Yes,No,3.0,247,18,4
1430,Apartment,Hyper equipped,Renovated,1200,No,Yes,No,1.0,98,18,1
5550,Apartment,Hyper equipped,Renovated,1050,No,Yes,No,3.0,270,16,3
1650,Apartment,Hyper equipped,Renovated,1050,No,Yes,No,1.0,84,16,2
1250,Apartment,Installed,Renovated,1050,No,Yes,Yes,1.0,80,20,1
1275,Apartment,Installed,Renovated,1040,No,Yes,No,1.0,62,16,1
1225,Other,Hyper equipped,Renovated,1080,No,Yes,Unknown,1.0,85,18,2
1750,Other,Not installed,Good,1090,No,Yes,Yes,2.0,147,20,3
1670,Apartment,Hyper equipped,Good,1000,No,Yes,Yes,1.0,95,10,2
1550,Other,Installed,Good,1090,No,Yes,Unknown,2.0,100,18,3
3000,Apartment,Hyper equipped,Renovated,1040,No,Yes,No,3.0,250,15,3
2500,Apartment,Hyper equipped,Renovated,1180,No,Yes,No,1.0,120,17,2
1600,Apartment,Not installed,Renovated,1060,No,Yes,Yes,2.0,120,16,2
2000,Other,Not installed,Renovated,1050,No,Yes,No,2.0,170,10,3
2100,Apartment,Not installed,Good,1050,No,Yes,Yes,0.0,128,10,2
2685,Apartment,Hyper equipped,Good,1000,No,Yes,Yes,1.0,128,10,2
1450,Apartment,Hyper equipped,Renovated,1082,No,Yes,No,2.0,122,17,3
1380,Apartment,Installed,Renovated,1200,No,Yes,No,2.0,106,14,2
1800,Apartment,Hyper equipped,Renovated,1050,No,Yes,No,2.0,133,19,2
1300,Other,Installed,Renovated,1050,No,Yes,No,1.0,38,10,1
2350,Other,Hyper equipped,Renovated,1180,No,Yes,Yes,2.0,100,16,1
1590,Apartment,Hyper equipped,Renovated,1030,No,Yes,Unknown,1.0,107,9,3
1310,Apartment,Installed,Renovated,1030,No,Yes,Unknown,1.0,108,10,2
2250,Other,Hyper equipped,Good,1050,No,Yes,Yes,1.0,80,10,3
1750,Apartment,Installed,Good,1050,No,Yes,Yes,2.0,85,10,2
1260,Apartment,Installed,Good,1180,No,Yes,No,1.0,70,15,2
1260,Apartment,Installed,Good,1190,No,Yes,No,1.0,90,2,2
965,Other,Hyper equipped,Renovated,1030,No,Yes,No,1.0,65,13,1
965,Other,Hyper equipped,Renovated,1040,No,Yes,No,1.0,65,13,1
1680,Apartment,Installed,Renovated,,No,Yes,Unknown,2.0,125,13,3
2400,Apartment,Not installed,Renovated,1050,No,Yes,No,1.0,153,17,2
1750,Apartment,Hyper equipped,Good,1050,No,Yes,No,2.0,110,15,2
2150,Apartment,Installed,Good,1050,No,No,Yes,2.0,110,17,3
1370,Apartment,Hyper equipped,Renovated,1000,No,Yes,No,1.0,102,10,2
4450,Apartment,Hyper equipped,Renovated,1050,No,Yes,Yes,3.0,210,26,3
2350,Apartment,Installed,Good,,No,Yes,No,2.0,180,10,3
1000,Apartment,Installed,Good,1050,No,No,Yes,1.0,65,10,1
1225,Apartment,Hyper equipped,Renovated,1200,No,Yes,Yes,2.0,75,14,1
1350,Apartment,Semi equipped,Good,1083,No,Yes,No,1.0,95,16,2
1650,Apartment,Hyper equipped,Good,1050,No,Yes,No,2.0,74,16,2
4150,Other,Not installed,Renovated,1050,No,Yes,Yes,4.0,250,10,3
1385,Apartment,Semi equipped,Good,1090,No,Yes,No,1.0,88,10,2
1950,Other,Not installed,Renovated,,No,Yes,No,1.0,140,10,3
2700,Other,Hyper equipped,Renovated,1170,No,Yes,No,2.0,213,16,4
960,Apartment,Installed,Renovated,1060,No,Yes,Yes,1.0,60,60,1
1730,Apartment,Installed,Good,1060,No,Yes,No,1.0,107,10,2
1750,Apartment,Installed,Good,1000,No,Yes,Yes,1.0,60,12,1
1220,Apartment,Hyper equipped,Renovated,1030,No,Yes,No,1.0,114,21,1
1550,Apartment,Hyper equipped,Renovated,1030,No,Yes,No,2.0,123,16,2
1575,Apartment,Hyper equipped,Renovated,1060,No,Yes,No,2.0,107,14,2
1200,Apartment,Not installed,Renovated,1140,No,No,Unknown,0.0,70,18,2
1379,Apartment,Hyper equipped,Renovated,1140,No,Yes,No,1.0,89,15,2
1150,Apartment,Not installed,Good,1030,No,Yes,No,1.0,87,18,1
920,Apartment,Not installed,Good,,No,No,Unknown,0.0,128,10,1
1400,Apartment,Installed,Good,1150,No,Yes,No,2.0,90,10,2
1310,Other,Installed,Good,1083,No,Yes,Unknown,1.0,85,10,2
1250,Other,Installed,Good,1050,No,Yes,No,2.0,91,17,3
1300,Other,Installed,Good,1050,No,Yes,No,1.0,107,12,2
1750,Apartment,Hyper equipped,Renovated,1050,No,Yes,No,2.0,103,22,2
1400,Other,Semi equipped,Good,1000,No,Yes,No,1.0,92,15,2
1500,Apartment,Installed,Good,1050,No,No,No,2.0,155,10,2
1170,Apartment,Installed,Good,1080,No,Yes,No,1.0,119,14,2
3775,Apartment,Hyper equipped,Renovated,1050,No,Yes,Yes,3.0,150,17,2
1975,Other,Hyper equipped,Renovated,1040,No,Yes,Unknown,2.0,121,10,2
1400,Apartment,Hyper equipped,Renovated,1050,No,Yes,No,1.0,65,25,1
1590,Apartment,Hyper equipped,Good,1030,No,Yes,No,1.0,142,10,2
1400,Apartment,Hyper equipped,Renovated,1050,No,Yes,No,1.0,65,25,1
1650,Apartment,Not installed,Good,1050,No,Yes,Unknown,0.0,101,15,2
2375,Apartment,Hyper equipped,Renovated,1050,No,Yes,No,3.0,155,24,3
2375,Apartment,Hyper equipped,Renovated,1050,No,Yes,No,3.0,155,24,3
1710,Apartment,Hyper equipped,Good,1050,No,Yes,Yes,1.0,88,17,2
1950,Apartment,Hyper equipped,Renovated,1050,No,Yes,No,2.0,93,15,2
2650,Other,Hyper equipped,Good,1180,No,Yes,No,3.0,137,14,3
1770,Apartment,Hyper equipped,Renovated,1180,No,Yes,No,2.0,118,16,3
2100,Other,Installed,Renovated,1050,No,Yes,Unknown,2.0,135,10,2
1030,Apartment,Installed,Good,1030,No,Yes,No,1.0,52,15,1
3175,Apartment,Hyper equipped,Good,1050,No,Yes,No,2.0,162,10,2
500,Apartment,Semi equipped,Good,1190,No,Yes,Unknown,2.0,160,10,4
1115,Apartment,Hyper equipped,Renovated,1000,No,Yes,No,1.0,65,10,1
2150,Apartment,Hyper equipped,Renovated,1200,No,Yes,No,1.0,150,10,3
1552,Apartment,Hyper equipped,Good,1190,No,Yes,No,1.0,117,10,3
2100,Apartment,Hyper equipped,Renovated,1000,No,Yes,No,2.0,146,10,2
1966,Apartment,Hyper equipped,Renovated,1050,No,Yes,Yes,1.0,108,10,1
860,Apartment,Semi equipped,Good,,No,Yes,Unknown,1.0,40,9,1
1250,Apartment,Hyper equipped,Renovated,1050,No,Yes,Yes,1.0,68,13,1
2025,Apartment,Hyper equipped,Renovated,1160,No,Yes,No,2.0,123,14,4
1400,Apartment,Hyper equipped,Renovated,1160,No,Yes,No,2.0,110,14,2
1850,Apartment,Hyper equipped,Renovated,1150,No,Yes,No,2.0,135,21,2
1750,Apartment,Hyper equipped,Renovated,1180,No,Yes,No,1.0,146,10,3
4650,Apartment,Hyper equipped,Renovated,1180,No,Yes,No,3.0,250,10,3
1350,Apartment,Hyper equipped,Renovated,1000,No,Yes,Unknown,1.0,95,14,2
1125,Other,Hyper equipped,Renovated,1000,No,Yes,Unknown,1.0,65,10,1
1750,Apartment,Installed,Good,1200,No,Yes,No,1.0,123,10,3
1210,Apartment,Installed,Good,1050,No,Yes,No,1.0,72,10,2
1500,Apartment,Installed,Good,1050,No,No,No,2.0,155,10,2
2250,Apartment,Hyper equipped,Good,1050,No,Yes,No,3.0,170,18,3
3900,Apartment,Hyper equipped,Good,1050,No,Yes,No,4.0,285,15,5
1500,Apartment,Installed,Good,1050,No,Yes,Yes,2.0,100,15,1
1650,Apartment,Not installed,Renovated,1160,No,Yes,No,2.0,128,10,2
1475,Apartment,Installed,Good,1140,No,Yes,Unknown,2.0,128,10,2
1005,Other,Semi equipped,Renovated,1000,No,Yes,Yes,1.0,45,10,1
1350,Apartment,Installed,Good,1180,No,Yes,No,1.0,65,10,1
1050,Apartment,Installed,Good,1030,No,No,Unknown,1.0,80,14,1
1915,Apartment,Installed,Good,1180,No,No,No,2.0,160,10,2
3175,Apartment,Hyper equipped,Renovated,1050,No,Yes,No,3.0,162,15,2
1200,Apartment,Installed,Good,1030,No,Yes,Unknown,1.0,114,14,2
1750,Apartment,Hyper equipped,Good,1000,No,Yes,Unknown,1.0,110,16,3
1475,Other,Hyper equipped,Renovated,1120,No,Yes,Unknown,2.0,140,21,3
1250,Apartment,Hyper equipped,Renovated,1030,No,Yes,No,1.0,73,12,2
2200,Apartment,Hyper equipped,Good,1050,No,Yes,No,1.0,130,16,3
1550,Apartment,Hyper equipped,Good,1190,No,Yes,No,1.0,108,15,3
2300,Apartment,Hyper equipped,Good,1180,No,Yes,Yes,1.0,149,10,3
2400,Other,Installed,Renovated,1180,No,Yes,No,2.0,125,18,4
1400,Apartment,Hyper equipped,Renovated,1050,No,Yes,No,2.0,118,14,2
1540,Apartment,Hyper equipped,Good,1083,No,Yes,No,2.0,115,14,3
3400,Apartment,Installed,Good,1180,No,Yes,No,4.0,265,21,3
1950,Apartment,Not installed,Good,1050,No,Yes,No,2.0,117,10,3
1775,Apartment,Hyper equipped,Renovated,1050,No,Yes,No,1.0,120,17,3
1775,Apartment,Installed,Good,1180,No,No,No,1.0,120,17,3
975,Apartment,Semi equipped,Renovated,1150,No,Yes,Unknown,1.0,114,16,1
925,Apartment,Not installed,Good,1050,No,Yes,No,1.0,89,10,2
975,Apartment,Installed,Renovated,1000,No,Yes,Yes,1.0,55,12,1
2570,Other,Hyper equipped,Renovated,1000,No,Yes,No,2.0,135,18,3
8640,Apartment,Not installed,Renovated,1050,No,Yes,No,3.0,256,30,3
1650,Apartment,Hyper equipped,Renovated,1180,No,Yes,No,1.0,95,17,2
4930,Apartment,Hyper equipped,Renovated,1180,No,Yes,No,2.0,180,14,3
4930,Apartment,Hyper equipped,Renovated,1180,No,Yes,Yes,2.0,180,14,3
1125,Apartment,Not installed,Renovated,1000,No,Yes,No,1.0,60,10,1
1045,Apartment,Not installed,Renovated,1000,No,Yes,No,1.0,55,10,1
1680,Apartment,Hyper equipped,Renovated,1050,No,Yes,No,2.0,115,15,2
2550,Apartment,Hyper equipped,Renovated,,No,Yes,No,2.0,160,10,3
4100,Other,Installed,Good,,No,Yes,No,3.0,260,10,5
1700,Apartment,Installed,Renovated,1050,No,Yes,No,2.0,99,10,2
1500,Apartment,Installed,Renovated,1000,No,Yes,No,1.0,116,10,2
1210,Apartment,Semi equipped,Renovated,1180,No,Yes,Unknown,1.0,128,16,2
5800,Apartment,Installed,Renovated,,No,Yes,Unknown,1.0,300,22,4
1280,Apartment,Installed,Good,1150,No,Yes,No,1.0,90,10,3
800,Apartment,Semi equipped,Good,,No,Yes,Unknown,1.0,46,19,1
1450,Apartment,Not installed,Renovated,1140,No,Yes,Unknown,2.0,84,10,2
2150,Apartment,Hyper equipped,Renovated,1050,No,Yes,Yes,1.0,75,14,1
3400,Apartment,Hyper equipped,Renovated,1050,No,Yes,No,5.0,300,23,4
1380,Apartment,Hyper equipped,Renovated,1180,No,Yes,No,2.0,118,15,2
2600,Other,Hyper equipped,Renovated,1160,No,Yes,Yes,3.0,210,22,3
1600,Other,Hyper equipped,Good,1160,No,Yes,No,2.0,100,15,3
1820,Apartment,Hyper equipped,Good,1150,No,Yes,No,1.0,125,13,3
2000,Other,Hyper equipped,Renovated,1150,No,Yes,No,2.0,125,15,2
2200,Other,Not installed,Good,1180,No,Yes,No,1.0,164,10,3
1750,Apartment,Installed,Good,1200,No,Yes,No,2.0,123,10,3
4200,Apartment,Installed,Renovated,1050,No,Yes,No,3.0,280,18,4
2400,Apartment,Installed,Renovated,1000,No,Yes,No,3.0,270,55,2
3450,Apartment,Not installed,Renovated,1050,No,Yes,No,3.0,210,25,2
3300,Other,Hyper equipped,Renovated,1170,No,Yes,No,3.0,160,10,3
1525,Other,Hyper equipped,Renovated,1050,No,Yes,No,2.0,120,16,2
1900,Apartment,Installed,Good,1180,No,Yes,No,1.0,120,16,3
1500,Apartment,Hyper equipped,Renovated,1050,No,Yes,No,1.0,96,18,2
1500,Apartment,Hyper equipped,Renovated,1050,No,Yes,No,1.0,95,18,2
800,Apartment,Installed,Good,1070,No,Yes,No,1.0,62,14,1
1850,Apartment,Hyper equipped,Renovated,1160,No,Yes,Yes,1.0,95,14,2
2950,Apartment,Hyper equipped,Renovated,1050,No,Yes,Yes,2.0,150,17,2
1200,Apartment,Not installed,Good,1000,No,Yes,No,1.0,65,10,1
1080,Apartment,Semi equipped,Good,1180,No,Yes,Unknown,1.0,80,15,2
2570,Apartment,Hyper equipped,Renovated,1050,No,Yes,No,2.0,135,10,3
2100,Apartment,Hyper equipped,Renovated,1050,No,Yes,No,3.0,150,10,3
1160,Apartment,Hyper equipped,Good,1030,No,Yes,No,1.0,80,10,2
1400,Other,Hyper equipped,Renovated,1050,No,Yes,Yes,1.0,48,10,1
2135,Other,Not installed,Renovated,1060,No,Yes,No,3.0,144,24,2
1500,Apartment,Not installed,Good,1040,No,Yes,No,1.0,117,10,2
4100,Apartment,Hyper equipped,Renovated,1000,No,Yes,No,4.0,222,23,3
1380,Apartment,Installed,Good,1000,No,No,Unknown,1.0,85,10,2
1400,Apartment,Not installed,Good,1030,No,Yes,Yes,1.0,85,14,2
1650,Other,Hyper equipped,Good,,Yes,No,Unknown,2.0,250,30,4
1400,Apartment,Installed,Renovated,,No,Yes,Unknown,2.0,130,20,2
4100,Other,Hyper equipped,Renovated,1050,No,Yes,No,4.0,230,23,3
1800,Apartment,Hyper equipped,Good,1180,No,Yes,No,2.0,145,16,3
3800,Other,Hyper equipped,Renovated,,No,Yes,No,4.0,290,20,4
1900,Other,Hyper equipped,Renovated,1050,No,Yes,No,2.0,96,14,2
2800,Apartment,Installed,Renovated,1040,No,Yes,No,3.0,145,10,3
1945,Other,Hyper equipped,Good,1150,No,Yes,No,2.0,120,16,3
2400,Other,Hyper equipped,Renovated,1180,No,Yes,No,2.0,190,10,4
850,Apartment,Installed,Good,1030,No,No,Unknown,1.0,128,10,1
2200,Apartment,Hyper equipped,Good,1050,No,Yes,No,2.0,150,12,4
2700,Other,Hyper equipped,Renovated,1050,No,Yes,No,3.0,285,25,3
1750,Apartment,Hyper equipped,Good,1150,No,Yes,Yes,2.0,110,16,2
1100,Apartment,Installed,Good,1040,No,Yes,No,1.0,80,10,1
1700,Apartment,Hyper equipped,Good,1200,No,Yes,No,2.0,125,10,2
1260,Apartment,Hyper equipped,Renovated,1000,No,Yes,No,1.0,74,19,1
3050,Other,Hyper equipped,Renovated,1050,No,Yes,Unknown,3.0,116,16,2
3000,Other,Installed,Renovated,1180,No,Yes,Yes,2.0,136,20,2
4650,Apartment,Hyper equipped,Renovated,1180,No,Yes,No,4.0,290,10,4
2900,Apartment,Hyper equipped,Renovated,1180,No,Yes,Unknown,2.0,200,25,3
1135,Apartment,Semi equipped,Good,1000,No,Yes,No,1.0,90,10,1
740,Other,Hyper equipped,Renovated,1000,No,Yes,No,1.0,55,10,1
815,Apartment,Installed,Good,1000,No,Yes,No,0.0,74,10,1
1600,Apartment,Not installed,Good,1050,No,Yes,No,2.0,110,10,3
1500,Apartment,Not installed,Renovated,1180,No,Yes,No,2.0,135,10,2
850,Other,Not installed,Good,1050,No,Yes,Yes,1.0,128,10,1
2600,Other,Hyper equipped,Renovated,,No,Yes,No,3.0,190,12,4
1700,Apartment,Hyper equipped,Good,1180,No,Yes,No,2.0,90,15,2
1390,Apartment,Hyper equipped,Good,1050,No,Yes,Yes,1.0,70,10,2
1100,Apartment,Installed,Good,1050,No,Yes,Yes,1.0,50,10,1
3380,Apartment,Installed,Renovated,1000,No,Yes,No,6.0,270,22,4
2100,Apartment,Not installed,Good,1050,No,Yes,Yes,1.0,85,10,2
2000,Other,Hyper equipped,Renovated,1050,No,Yes,No,1.0,85,18,1
1550,Apartment,Not installed,Renovated,,No,Yes,No,1.0,120,10,3
875,Apartment,Hyper equipped,Renovated,1190,No,Yes,No,1.0,51,10,1
1640,Apartment,Hyper equipped,Renovated,1060,No,Yes,No,1.0,121,10,2
850,Other,Installed,Renovated,1070,No,Yes,Unknown,1.0,70,10,1
2050,Other,Not installed,Good,,No,Yes,Unknown,3.0,220,30,5
1800,Other,Hyper equipped,Renovated,1000,No,Yes,Yes,1.0,60,12,1
1470,Apartment,Semi equipped,Good,1080,No,Yes,No,2.0,108,10,3
