target,kitchen_type,building_condition,postcode,tenement_building,double_glazing,furnished,bathroom,m2,bedrooms,number_bedrooms,Municipality
1175,Hyper equipped,Renovated,1060,No,Yes,No,1,112,12,2,Saint-Gilles
755,Installed,Renovated,1070,No,Yes,No,1,50,10,1,Anderlecht
1170,Hyper equipped,Renovated,1050,No,Yes,No,1,50,10,1,Ixelles
1175,Installed,Good,1030,No,Yes,No,1,55,10,1,Schaerbeek
1590,Hyper equipped,Renovated,1000,No,Yes,Yes,1,70,15,1,Brussels City
860,Installed,Renovated,1190,No,Yes,No,0,128,10,1,Forest
1280,Hyper equipped,Renovated,1030,No,Yes,No,1,131,10,2,Schaerbeek
1030,Hyper equipped,Good,1030,No,Yes,Unknown,1,85,10,1,Schaerbeek
3230,Installed,Good,1200,No,Yes,No,3,250,20,3,Woluwe-Saint-Lambert
1700,Hyper equipped,Good,1040,No,Yes,Yes,2,70,10,1,Etterbeek
1990,Hyper equipped,Good,1050,No,Yes,No,3,180,14,3,Ixelles
695,Installed,Renovated,1060,No,Yes,No,1,35,12,1,Saint-Gilles
2270,Installed,Good,1180,No,No,No,2,140,10,4,Uccle
1475,Semi equipped,Renovated,1030,No,Yes,Unknown,2,150,15,5,Schaerbeek
1005,Semi equipped,Good,1160,No,Yes,No,1,88,15,2,Auderghem
1500,Hyper equipped,Good,1040,No,No,No,1,139,16,2,Etterbeek
1615,Not installed,Good,1050,No,Yes,No,1,100,10,2,Ixelles
1060,Not installed,Good,1050,No,Yes,No,1,86,10,1,Ixelles
1315,Not installed,Good,1050,No,Yes,No,1,75,10,2,Ixelles
1360,Hyper equipped,Renovated,1150,No,Yes,No,2,100,13,3,Woluwe-St-Pierre
765,Installed,Good,1080,No,Yes,No,1,55,10,1,Molenbeek-Saint-Jean
2700,Hyper equipped,Renovated,1000,No,Yes,Yes,3,160,25,3,Brussels City
910,Installed,Good,1180,No,No,No,1,60,15,1,Uccle
2650,Hyper equipped,Renovated,1040,No,Yes,Yes,3,160,25,3,Etterbeek
2250,Installed,Good,1180,No,Yes,No,2,145,16,3,Uccle
850,Hyper equipped,Renovated,1210,No,Yes,No,1,50,10,1,Saint-Josse-ten-Noode
4100,Hyper equipped,Renovated,1180,No,Yes,Unknown,0,300,10,4,Uccle
1350,Semi equipped,Good,1000,No,Yes,No,1,77,20,1,Brussels City
950,Installed,No renovated,1070,No,Yes,No,1,98,13,2,Anderlecht
2250,Hyper equipped,Renovated,1050,No,Yes,No,2,160,10,3,Ixelles
1350,Hyper equipped,Good,1000,No,Yes,Yes,1,106,12,1,Brussels City
1400,Hyper equipped,Good,1180,No,Yes,No,1,115,20,1,Uccle
2650,Installed,Renovated,1000,No,Yes,Unknown,3,200,30,5,Brussels City
2250,Hyper equipped,Renovated,1180,No,Yes,No,3,185,19,3,Uccle
1700,Installed,Good,1000,No,Yes,Unknown,1,75,20,1,Brussels City
4300,Hyper equipped,Renovated,1050,No,Yes,No,4,250,23,3,Ixelles
2660,Hyper equipped,Renovated,1050,No,Yes,No,2,170,19,2,Ixelles
1300,Not installed,Good,1200,No,Yes,Yes,1,60,13,1,Woluwe-Saint-Lambert
4000,Hyper equipped,Renovated,1050,No,Yes,No,3,210,20,3,Ixelles
4850,Hyper equipped,Renovated,1050,No,Yes,No,2,240,17,3,Ixelles
1810,Hyper equipped,Renovated,1180,No,Yes,No,2,113,14,3,Uccle
2005,Hyper equipped,Renovated,1180,No,Yes,No,2,120,18,3,Uccle
1550,Hyper equipped,Renovated,1050,No,Yes,No,2,92,17,2,Ixelles
2660,Hyper equipped,Renovated,1050,No,Yes,No,2,170,20,2,Ixelles
2660,Hyper equipped,Renovated,1050,No,Yes,No,2,170,15,2,Ixelles
1150,Hyper equipped,Renovated,1000,No,Yes,No,1,100,20,1,Brussels City
1300,Hyper equipped,Renovated,1200,No,Yes,No,1,105,16,2,Woluwe-Saint-Lambert
1400,Hyper equipped,Renovated,1200,No,Yes,No,1,102,14,2,Woluwe-Saint-Lambert
1880,Semi equipped,Renovated,1190,No,Yes,No,1,213,14,2,Forest
1450,Hyper equipped,Renovated,1200,No,Yes,No,1,110,16,3,Woluwe-Saint-Lambert
1050,Not installed,Good,1160,No,Yes,No,1,85,16,1,Auderghem
2660,Hyper equipped,Renovated,1180,No,Yes,No,2,170,20,2,Uccle
1840,Hyper equipped,Renovated,1180,No,Yes,No,2,140,12,3,Uccle
2270,Hyper equipped,Renovated,1180,No,Yes,Unknown,2,157,15,4,Uccle
1000,Semi equipped,Good,1090,No,Yes,No,1,68,11,1,Jette
1900,Hyper equipped,Renovated,1050,No,Yes,Yes,1,125,25,1,Ixelles
1375,Not installed,Good,1050,No,Yes,No,1,100,16,3,Ixelles
1230,Hyper equipped,Good,1150,No,Yes,No,1,110,12,2,Woluwe-St-Pierre
1264,Hyper equipped,Good,1000,No,Yes,No,1,70,10,2,Brussels City
1100,Not installed,No renovated,1040,No,Yes,No,1,80,10,3,Etterbeek
955,Not installed,Good,1040,No,Yes,Yes,1,60,10,1,Etterbeek
1264,Hyper equipped,Good,1000,No,Yes,No,1,70,10,2,Brussels City
1100,Not installed,No renovated,1040,No,Yes,No,1,80,10,3,Etterbeek
1600,Not installed,Good,1040,No,Yes,No,1,120,10,3,Etterbeek
1050,Not installed,Good,1000,No,Yes,No,1,53,10,1,Brussels City
840,Not installed,Good,1040,No,Yes,Yes,1,65,10,1,Etterbeek
875,Not installed,Good,1040,No,Yes,No,1,45,9,1,Etterbeek
1160,Not installed,Good,1000,No,Yes,No,1,80,10,1,Brussels City
1160,Not installed,Good,1000,No,Yes,No,1,80,10,1,Brussels City
1540,Not installed,Renovated,1190,No,Yes,No,1,108,10,3,Forest
1300,Semi equipped,Good,1090,No,Yes,Unknown,2,140,10,3,Jette
1050,Installed,Renovated,1120,No,Yes,Unknown,1,82,14,2,Neder-over-Heembeek
950,Installed,Renovated,1120,No,Yes,Unknown,1,82,14,2,Neder-over-Heembeek
1610,Hyper equipped,Renovated,1180,No,Yes,No,1,100,12,3,Uccle
1100,Installed,Renovated,1140,No,Yes,No,1,45,14,1,Evere
825,Not installed,Good,1070,No,Yes,No,1,73,10,2,Anderlecht
2660,Not installed,Renovated,1050,No,Yes,No,2,170,20,2,Ixelles
1020,Not installed,Renovated,1040,No,Yes,No,1,82,10,2,Etterbeek
1050,Installed,Good,1030,No,No,No,0,65,10,1,Schaerbeek
1000,Not installed,Good,1040,No,No,No,1,128,10,1,Etterbeek
1150,Not installed,Good,1180,No,Yes,No,1,70,10,1,Uccle
1190,Semi equipped,Renovated,1080,No,Yes,Unknown,1,102,14,2,Molenbeek-Saint-Jean
550,Installed,Good,1050,No,Yes,Yes,3,128,16,1,Ixelles
1205,Hyper equipped,Good,1050,No,Yes,No,1,75,10,2,Ixelles
1050,Installed,Good,1050,No,Yes,Yes,1,60,14,1,Ixelles
2660,Not installed,Renovated,1050,No,Yes,Unknown,2,170,10,2,Ixelles
1800,Installed,Good,1050,No,No,No,0,170,10,1,Ixelles
1850,Hyper equipped,Good,1150,No,Yes,Yes,1,125,15,2,Woluwe-St-Pierre
1550,Installed,Good,1040,No,Yes,Unknown,1,128,15,2,Etterbeek
1660,Hyper equipped,Renovated,1160,No,Yes,No,2,122,13,3,Auderghem
1984,Hyper equipped,Renovated,1081,No,Yes,Yes,0,141,10,3,Koekelberg
1650,Hyper equipped,Renovated,1050,No,Yes,Yes,1,105,10,1,Ixelles
700,Semi equipped,Good,1210,No,No,Yes,1,128,10,1,Saint-Josse-ten-Noode
3950,Hyper equipped,Renovated,1000,No,Yes,No,4,260,10,4,Brussels City
1300,Installed,Renovated,1040,No,Yes,No,1,100,10,2,Etterbeek
2500,Hyper equipped,Renovated,1200,No,Yes,No,3,211,18,4,Woluwe-Saint-Lambert
1380,Installed,Renovated,1030,No,Yes,No,1,120,10,2,Schaerbeek
1745,Hyper equipped,Renovated,1030,No,Yes,No,1,130,22,2,Schaerbeek
1700,Hyper equipped,Good,1160,No,Yes,No,2,95,14,2,Auderghem
885,Hyper equipped,Good,1050,No,Yes,Yes,4,250,10,1,Ixelles
895,Not installed,Good,1150,No,No,Unknown,1,60,10,1,Woluwe-St-Pierre
995,Hyper equipped,Renovated,1180,No,No,Unknown,1,70,10,2,Uccle
1300,Installed,Good,1180,No,Yes,No,1,85,10,2,Uccle
1280,Not installed,Renovated,1050,No,No,No,1,71,14,1,Ixelles
1390,Installed,Good,1030,No,No,No,1,98,14,2,Schaerbeek
990,Not installed,Good,1050,No,Yes,No,1,84,10,1,Ixelles
795,Not installed,Good,1000,No,Yes,No,1,69,10,1,Brussels City
1600,Hyper equipped,Renovated,1180,No,Yes,Unknown,2,128,10,3,Uccle
1250,Hyper equipped,Renovated,1150,No,Yes,No,1,81,15,1,Woluwe-St-Pierre
850,Hyper equipped,Renovated,1000,No,Yes,Unknown,1,36,10,1,Brussels City
1820,Hyper equipped,Renovated,1180,No,No,Unknown,1,150,16,3,Uccle
910,Installed,Good,1000,No,Yes,No,1,55,9,1,Brussels City
890,Installed,Renovated,1000,No,Yes,No,1,40,10,1,Brussels City
1625,Installed,Good,1050,No,Yes,Yes,1,80,12,1,Ixelles
2250,Not installed,Good,1150,No,Yes,No,2,114,11,3,Woluwe-St-Pierre
1600,Hyper equipped,Renovated,1060,No,Yes,Yes,2,140,23,2,Saint-Gilles
3650,Hyper equipped,Renovated,1050,No,Yes,No,3,200,22,3,Ixelles
1450,Installed,Renovated,1200,No,No,Unknown,2,129,15,3,Woluwe-Saint-Lambert
1675,Hyper equipped,Renovated,1050,No,Yes,Unknown,2,113,10,2,Ixelles
1700,Installed,Renovated,1080,No,Yes,Unknown,2,155,12,4,Molenbeek-Saint-Jean
1300,Installed,Renovated,1180,No,No,No,1,90,16,2,Uccle
950,Semi equipped,Good,1050,No,Yes,Unknown,1,50,9,1,Ixelles
140,Not installed,Good,1150,No,No,Unknown,0,128,10,1,Woluwe-St-Pierre
1975,Not installed,Renovated,1200,No,Yes,Unknown,2,147,15,2,Woluwe-Saint-Lambert
1800,Installed,Renovated,1030,No,Yes,No,2,100,15,3,Schaerbeek
1085,Installed,Renovated,1040,No,Yes,Unknown,1,80,10,1,Etterbeek
2200,Installed,Good,1160,No,Yes,Unknown,3,128,20,4,Auderghem
850,Installed,Good,1090,No,No,Unknown,2,70,12,2,Jette
1150,Installed,Renovated,1000,No,Yes,Yes,1,128,41,1,Brussels City
1700,Hyper equipped,Good,1180,No,Yes,No,1,125,9,3,Uccle
1700,Not installed,Good,1050,No,No,Yes,2,120,10,2,Ixelles
1870,Hyper equipped,Renovated,1050,No,Yes,No,2,151,25,2,Ixelles
1870,Hyper equipped,Renovated,1060,No,Yes,No,2,151,25,2,Saint-Gilles
2680,Hyper equipped,Renovated,1050,No,Yes,Yes,1,167,20,3,Ixelles
1170,Installed,Good,1040,No,Yes,Yes,1,90,10,2,Etterbeek
790,Installed,No renovated,1050,No,Yes,Unknown,1,58,15,1,Ixelles
700,Semi equipped,Renovated,1030,No,Yes,Unknown,1,55,15,1,Schaerbeek
2750,Hyper equipped,Renovated,1050,No,Yes,No,3,149,16,3,Ixelles
1230,Installed,Good,1050,No,Yes,Unknown,1,80,10,1,Ixelles
2750,Hyper equipped,Renovated,1180,No,Yes,Unknown,2,150,16,3,Uccle
1620,Installed,Renovated,1040,No,Yes,Yes,1,123,17,3,Etterbeek
880,Semi equipped,Good,1190,No,No,Unknown,1,80,13,1,Forest
1350,Hyper equipped,Renovated,1140,No,Yes,Unknown,1,92,14,2,Evere
870,Hyper equipped,Good,1180,No,No,Unknown,1,90,15,1,Uccle
940,Installed,Renovated,1030,No,Yes,Unknown,2,102,21,1,Schaerbeek
900,Semi equipped,Good,1000,No,Yes,No,1,60,10,1,Brussels City
2850,Hyper equipped,Good,1180,No,Yes,No,1,149,16,3,Uccle
1250,Not installed,Good,1040,No,No,No,1,128,10,1,Etterbeek
1250,Semi equipped,Good,1200,No,Yes,No,1,75,16,2,Woluwe-Saint-Lambert
1450,Hyper equipped,Renovated,1000,No,Yes,Unknown,1,110,15,2,Brussels City
2700,Hyper equipped,Renovated,1190,No,Yes,No,3,170,16,3,Forest
1650,Hyper equipped,Renovated,1050,No,Yes,No,1,163,18,3,Ixelles
2600,Not installed,Renovated,1180,No,Yes,No,3,260,20,5,Uccle
1250,Hyper equipped,Renovated,1050,No,Yes,Yes,1,128,17,1,Ixelles
1705,Hyper equipped,Renovated,1200,No,Yes,No,2,116,14,3,Woluwe-Saint-Lambert
1775,Hyper equipped,Renovated,1160,No,Yes,No,2,100,14,2,Auderghem
2680,Hyper equipped,Renovated,1160,No,Yes,Yes,3,167,20,3,Auderghem
2680,Hyper equipped,Renovated,1180,No,Yes,Yes,2,167,16,3,Uccle
1950,Hyper equipped,Good,1180,No,Yes,No,2,120,17,4,Uccle
3350,Hyper equipped,Renovated,1180,No,Yes,No,3,230,20,4,Uccle
1380,Hyper equipped,Good,1200,No,Yes,No,1,110,15,2,Woluwe-Saint-Lambert
1750,Installed,Renovated,1040,No,Yes,No,1,95,16,2,Etterbeek
3175,Hyper equipped,Renovated,1050,No,Yes,No,3,165,10,2,Ixelles
2700,Hyper equipped,Renovated,1180,No,Yes,No,3,150,10,3,Uccle
975,Hyper equipped,Good,1150,No,No,Yes,1,128,11,1,Woluwe-St-Pierre
1800,Installed,Renovated,1030,No,Yes,No,2,100,12,3,Schaerbeek
2600,Not installed,Renovated,1050,No,Yes,No,1,140,18,3,Ixelles
4000,Not installed,Renovated,1050,No,Yes,No,3,285,16,5,Ixelles
4000,Not installed,Renovated,1050,No,Yes,No,4,285,16,5,Ixelles
3775,Not installed,Renovated,1050,No,Yes,No,1,198,23,3,Ixelles
4100,Installed,Renovated,1050,No,Yes,No,2,200,28,5,Ixelles
4100,Installed,Renovated,1050,No,Yes,No,3,200,28,5,Ixelles
2650,Not installed,Renovated,1050,No,Yes,Yes,3,130,17,2,Ixelles
2650,Not installed,Renovated,1050,No,Yes,Yes,3,130,17,2,Ixelles
1550,Not installed,Renovated,1030,No,Yes,No,0,131,10,3,Schaerbeek
1550,Not installed,Renovated,1030,No,Yes,No,0,131,10,3,Schaerbeek
1420,Hyper equipped,Renovated,1200,No,Yes,No,2,110,10,2,Woluwe-Saint-Lambert
1450,Hyper equipped,Renovated,1050,No,Yes,Yes,1,50,15,1,Ixelles
1000,Hyper equipped,Good,1000,No,Yes,Yes,1,65,17,1,Brussels City
1300,Hyper equipped,Renovated,1180,No,Yes,No,1,70,17,1,Uccle
2680,Hyper equipped,Renovated,1180,No,Yes,Yes,2,167,15,3,Uccle
1240,Hyper equipped,Good,1060,No,Yes,Yes,1,90,15,1,Saint-Gilles
1100,Installed,Good,1090,No,No,Yes,1,59,10,1,Jette
850,Not installed,Good,1090,No,Yes,No,1,57,10,1,Jette
980,Semi equipped,Good,1050,No,Yes,No,1,85,10,1,Ixelles
1330,Hyper equipped,Renovated,1200,No,Yes,Unknown,1,75,13,2,Woluwe-Saint-Lambert
1400,Hyper equipped,Renovated,1150,No,Yes,No,1,94,14,2,Woluwe-St-Pierre
2425,Hyper equipped,Renovated,1050,No,Yes,Unknown,2,160,10,2,Ixelles
1330,Hyper equipped,Renovated,1050,No,Yes,No,1,85,16,2,Ixelles
800,Hyper equipped,Renovated,1040,No,Yes,No,1,45,12,1,Etterbeek
1100,Installed,Good,1140,No,No,No,1,69,14,2,Evere
1300,Hyper equipped,Good,1040,No,Yes,No,1,90,14,2,Etterbeek
1580,Hyper equipped,Renovated,1190,No,Yes,No,1,115,18,2,Forest
2680,Hyper equipped,Renovated,1180,No,Yes,Yes,2,169,20,3,Uccle
1301,Hyper equipped,Renovated,1150,No,Yes,No,1,100,12,2,Woluwe-St-Pierre
1708,Not installed,Good,1000,No,Yes,Yes,1,70,10,1,Brussels City
1450,Not installed,Good,1000,No,Yes,Yes,1,105,10,2,Brussels City
1708,Not installed,Good,1000,No,Yes,Yes,1,70,10,1,Brussels City
3000,Installed,Good,1000,No,Yes,No,3,220,10,4,Brussels City
2500,Installed,Good,1000,No,Yes,Yes,2,160,10,3,Brussels City
2000,Hyper equipped,Good,1060,No,Yes,No,2,130,16,3,Saint-Gilles
2680,Hyper equipped,Good,1040,No,Yes,Yes,1,168,10,3,Etterbeek
1340,Installed,Renovated,1090,No,Yes,No,2,120,16,2,Jette
1650,Installed,Good,1180,No,Yes,No,2,120,10,3,Uccle
1650,Hyper equipped,Renovated,1040,No,Yes,No,1,93,15,2,Etterbeek
2680,Hyper equipped,Renovated,1050,No,Yes,Yes,2,167,10,3,Ixelles
700,Not installed,Renovated,1050,No,Yes,Unknown,1,128,10,1,Ixelles
4940,Hyper equipped,Renovated,1000,No,Yes,No,4,230,19,4,Brussels City
1400,Not installed,Good,1200,No,Yes,No,1,96,16,2,Woluwe-Saint-Lambert
3000,Hyper equipped,Renovated,1000,No,Yes,Yes,2,153,17,2,Brussels City
3000,Hyper equipped,Renovated,1000,No,Yes,Yes,2,153,17,2,Brussels City
1201,Hyper equipped,Renovated,1160,No,Yes,No,1,67,12,1,Auderghem
950,Installed,Good,1190,No,Yes,Unknown,1,80,14,1,Forest
2260,Hyper equipped,Renovated,1180,No,Yes,Yes,1,120,18,2,Uccle
1500,Hyper equipped,Renovated,1180,No,Yes,No,1,90,15,2,Uccle
1680,Hyper equipped,Renovated,1180,No,Yes,No,3,115,11,3,Uccle
1175,Hyper equipped,Renovated,1180,No,Yes,Yes,1,40,10,1,Uccle
1750,Hyper equipped,Good,1000,No,Yes,No,1,110,20,2,Brussels City
1225,Installed,Renovated,1030,No,Yes,Unknown,1,80,15,2,Schaerbeek
2150,Hyper equipped,Renovated,1040,No,Yes,Yes,2,100,16,2,Etterbeek
990,Not installed,Renovated,1150,No,Yes,No,1,55,10,1,Woluwe-St-Pierre
1200,Hyper equipped,Good,1000,No,No,Yes,1,45,10,1,Brussels City
1400,Not installed,Good,1180,No,No,Unknown,1,129,24,2,Uccle
855,Hyper equipped,Renovated,1140,No,Yes,No,1,40,10,1,Evere
1250,Not installed,Renovated,1040,No,Yes,No,1,128,14,3,Etterbeek
2525,Not installed,Renovated,1050,No,Yes,Unknown,3,160,10,3,Ixelles
1540,Installed,Good,1200,No,Yes,Unknown,3,95,16,2,Woluwe-Saint-Lambert
2850,Hyper equipped,Renovated,1040,No,Yes,Unknown,2,245,30,4,Etterbeek
5100,Not installed,Good,1180,No,Yes,No,4,128,10,4,Uccle
1610,Hyper equipped,Renovated,1050,No,Yes,No,1,90,10,2,Ixelles
3351,Hyper equipped,Renovated,1190,No,Yes,No,4,275,25,4,Forest
620,Semi equipped,Renovated,1000,No,Yes,No,1,62,14,1,Brussels City
1800,Hyper equipped,Good,1000,No,Yes,No,1,125,17,3,Brussels City
1025,Hyper equipped,Good,1080,No,No,No,0,60,10,1,Molenbeek-Saint-Jean
1500,Hyper equipped,Good,1150,No,Yes,No,1,110,10,3,Woluwe-St-Pierre
825,Not installed,Good,1140,No,Yes,No,1,47,10,1,Evere
1950,Hyper equipped,Good,1083,No,Yes,No,2,275,62,4,Ganshoren
2100,Hyper equipped,Renovated,1000,No,Yes,Yes,1,150,10,2,Brussels City
1275,Installed,Renovated,1200,No,Yes,Unknown,1,128,70,1,Woluwe-Saint-Lambert
840,Hyper equipped,Renovated,1000,No,Yes,Yes,1,128,10,1,Brussels City
860,Installed,Good,1040,No,Yes,Unknown,1,128,16,1,Etterbeek
1750,Hyper equipped,Renovated,1180,No,No,Unknown,3,138,18,3,Uccle
780,Hyper equipped,Renovated,1000,No,Yes,Yes,1,128,10,1,Brussels City
1600,Hyper equipped,Renovated,1050,No,Yes,No,1,75,14,2,Ixelles
1500,Hyper equipped,Renovated,1000,No,Yes,Yes,1,70,15,1,Brussels City
1700,Hyper equipped,Renovated,1050,No,Yes,No,1,110,15,2,Ixelles
1650,Installed,Renovated,1081,No,Yes,No,2,128,18,3,Koekelberg
1950,Hyper equipped,Renovated,1050,No,Yes,No,1,167,15,3,Ixelles
2150,Hyper equipped,Renovated,1050,No,Yes,No,2,156,30,2,Ixelles
2150,Hyper equipped,Renovated,1050,No,Yes,No,2,156,30,2,Ixelles
1500,Hyper equipped,Renovated,1000,No,Yes,No,1,95,16,2,Brussels City
1250,Installed,Renovated,1070,No,Yes,No,2,92,15,2,Anderlecht
1950,Hyper equipped,Renovated,1050,No,Yes,No,1,172,19,3,Ixelles
2200,Hyper equipped,Renovated,1180,No,Yes,No,3,162,16,3,Uccle
960,Installed,Good,1000,No,Yes,No,1,73,10,1,Brussels City
1500,Hyper equipped,Good,1150,No,Yes,No,2,130,14,3,Woluwe-St-Pierre
2700,Installed,Good,1200,No,Yes,No,2,274,32,5,Woluwe-Saint-Lambert
1365,Installed,Good,1150,No,Yes,No,1,130,14,3,Woluwe-St-Pierre
1400,Hyper equipped,Renovated,1200,No,Yes,No,1,78,22,2,Woluwe-Saint-Lambert
995,Semi equipped,Good,1000,No,Yes,Unknown,1,128,10,2,Brussels City
1450,Installed,Renovated,1050,No,Yes,No,3,95,10,2,Ixelles
890,Semi equipped,Good,1040,No,Yes,No,1,65,10,1,Etterbeek
840,Hyper equipped,Renovated,1050,No,Yes,No,1,43,10,1,Ixelles
1500,Semi equipped,Renovated,1050,No,Yes,No,1,91,15,2,Ixelles
2000,Installed,Good,1030,No,Yes,No,1,185,21,3,Schaerbeek
800,Not installed,Renovated,1030,No,Yes,Unknown,1,51,10,1,Schaerbeek
1425,Hyper equipped,Renovated,1180,No,No,Unknown,1,100,15,2,Uccle
2700,Hyper equipped,Renovated,1050,No,Yes,Unknown,3,200,10,3,Ixelles
1420,Hyper equipped,Renovated,1040,No,Yes,No,1,110,20,2,Etterbeek
1400,Installed,Good,1180,No,Yes,No,1,70,10,2,Uccle
865,Installed,Good,1040,No,Yes,Unknown,1,40,10,1,Etterbeek
1300,Not installed,Good,1060,No,No,Yes,1,125,10,2,Saint-Gilles
1750,Not installed,Good,1000,No,Yes,No,2,100,10,2,Brussels City
2150,Semi equipped,Renovated,1160,No,Yes,No,3,124,12,2,Auderghem
1950,Installed,Renovated,1050,No,No,No,2,150,15,3,Ixelles
1120,Hyper equipped,Renovated,1083,No,Yes,No,1,63,15,2,Ganshoren
1020,Hyper equipped,Good,1083,No,Yes,No,1,58,15,1,Ganshoren
1890,Hyper equipped,Renovated,1200,No,Yes,No,2,160,16,3,Woluwe-Saint-Lambert
1500,Installed,Good,1050,No,Yes,No,1,95,16,3,Ixelles
940,Installed,Good,1040,No,Yes,No,1,64,14,1,Etterbeek
1350,Hyper equipped,Renovated,1000,No,Yes,Yes,1,128,10,1,Brussels City
1300,Hyper equipped,Renovated,1000,No,Yes,Yes,1,128,10,1,Brussels City
1935,Hyper equipped,Renovated,1200,No,Yes,No,1,100,14,2,Woluwe-Saint-Lambert
1935,Hyper equipped,Renovated,1150,No,Yes,No,1,100,14,2,Woluwe-St-Pierre
2380,Hyper equipped,Renovated,1050,No,Yes,No,2,176,18,3,Ixelles
2380,Hyper equipped,Renovated,1060,No,Yes,No,2,176,18,3,Saint-Gilles
1550,Installed,Good,1050,No,No,No,1,100,10,2,Ixelles
1301,Hyper equipped,Renovated,1150,No,Yes,No,1,100,12,2,Woluwe-St-Pierre
900,Not installed,Renovated,1000,No,Yes,Unknown,1,57,10,1,Brussels City
1100,Installed,Good,1180,No,No,Unknown,1,80,15,2,Uccle
4600,Hyper equipped,Renovated,1000,No,Yes,No,5,290,30,4,Brussels City
1270,Hyper equipped,Good,1030,No,Yes,No,1,120,15,2,Schaerbeek
1030,Hyper equipped,Good,1090,No,Yes,Unknown,1,99,11,2,Jette
2050,Installed,Renovated,1180,No,Yes,No,2,105,15,1,Uccle
2000,Installed,Renovated,1180,No,Yes,No,1,95,14,2,Uccle
1250,Hyper equipped,Renovated,1030,No,Yes,No,1,74,13,2,Schaerbeek
1110,Hyper equipped,Good,1200,No,Yes,No,1,50,10,1,Woluwe-Saint-Lambert
1550,Semi equipped,Renovated,1000,No,Yes,Yes,1,65,10,1,Brussels City
1400,Hyper equipped,Renovated,1160,No,Yes,No,2,120,10,3,Auderghem
790,Installed,Renovated,1180,No,Yes,Yes,1,40,15,1,Uccle
1850,Not installed,Good,1180,No,Yes,No,2,150,10,3,Uccle
940,Installed,Renovated,1080,No,Yes,Unknown,1,128,10,2,Molenbeek-Saint-Jean
1330,Semi equipped,Good,1190,No,Yes,Unknown,1,117,12,3,Forest
890,Hyper equipped,Good,1180,No,No,Unknown,1,35,10,1,Uccle
900,Installed,No renovated,1140,No,No,Yes,1,70,10,1,Evere
2380,Installed,Renovated,1000,No,Yes,No,2,175,18,3,Brussels City
1050,Installed,Renovated,1082,No,Yes,Unknown,1,80,14,2,Berchem-Sainte-Agathe
1320,Installed,Good,1180,No,Yes,No,1,90,2,2,Uccle
1385,Not installed,Renovated,1082,No,Yes,Unknown,1,121,24,2,Berchem-Sainte-Agathe
1350,Hyper equipped,Good,1000,No,Yes,No,1,75,10,1,Brussels City
1350,Hyper equipped,Good,1000,No,Yes,No,1,75,10,1,Brussels City
1350,Hyper equipped,Good,1000,No,Yes,No,1,75,10,1,Brussels City
1555,Hyper equipped,Good,1000,No,Yes,Yes,2,93,10,1,Brussels City
1150,Installed,Good,1180,No,Yes,No,1,70,15,1,Uccle
1090,Installed,Good,1180,No,No,No,1,90,10,2,Uccle
725,Installed,Good,1050,No,Yes,No,1,40,10,1,Ixelles
1575,Not installed,Good,1030,No,Yes,No,1,135,10,4,Schaerbeek
1650,Installed,Renovated,1040,No,Yes,Unknown,2,105,14,2,Etterbeek
1385,Hyper equipped,Renovated,1070,No,Yes,Unknown,2,120,16,3,Anderlecht
1000,Installed,Good,1030,No,Yes,No,1,94,10,2,Schaerbeek
1250,Hyper equipped,Good,1050,No,Yes,No,1,93,10,2,Ixelles
1340,Hyper equipped,Renovated,1200,No,Yes,Yes,1,60,10,1,Woluwe-Saint-Lambert
1540,Not installed,Renovated,1180,No,No,Unknown,2,115,10,2,Uccle
870,Hyper equipped,Renovated,1030,No,Yes,No,1,61,10,1,Schaerbeek
1560,Hyper equipped,Renovated,1040,No,Yes,No,2,90,14,2,Etterbeek
1150,Installed,Renovated,1020,No,Yes,No,2,100,10,3,Laeken
1400,Installed,Good,1050,No,Yes,No,2,116,15,2,Ixelles
2200,Hyper equipped,Renovated,1180,No,Yes,Yes,2,100,16,2,Uccle
4100,Hyper equipped,Renovated,1000,No,Yes,Yes,3,160,15,3,Brussels City
3870,Hyper equipped,Renovated,1050,No,Yes,No,3,161,15,3,Ixelles
3870,Hyper equipped,Renovated,1060,No,Yes,No,3,161,15,3,Saint-Gilles
2300,Hyper equipped,Renovated,1170,No,Yes,No,2,135,14,2,Watermael-Boitsfort
2300,Hyper equipped,Renovated,1050,No,Yes,No,2,135,14,2,Ixelles
2375,Hyper equipped,Renovated,1170,No,Yes,No,3,150,16,3,Watermael-Boitsfort
2400,Installed,Renovated,1000,No,Yes,No,2,160,15,3,Brussels City
1425,Hyper equipped,Renovated,1000,No,Yes,No,1,85,14,2,Brussels City
1470,Not installed,Good,1000,No,Yes,No,0,69,10,1,Brussels City
1325,Installed,Renovated,1180,No,Yes,No,2,77,16,1,Uccle
1350,Installed,Renovated,1180,No,Yes,No,2,114,19,2,Uccle
2100,Installed,Renovated,1180,No,Yes,No,2,120,12,4,Uccle
2300,Installed,Renovated,1190,No,Yes,Unknown,2,180,18,4,Forest
2150,Not installed,Renovated,1050,No,Yes,No,2,159,18,2,Ixelles
1525,Not installed,Good,1040,No,Yes,Yes,1,128,10,1,Etterbeek
1825,Hyper equipped,Good,1150,No,Yes,No,2,141,14,3,Woluwe-St-Pierre
1625,Hyper equipped,Good,1150,No,Yes,No,2,111,14,3,Woluwe-St-Pierre
