target,kitchen_type,building_condition,postcode,tenement_building,double_glazing,furnished,bathroom,m2,bedrooms,number_bedrooms,Municipality
1780,Installed,Good,1050,No,Yes,No,1,167,14,2,Ixelles
1750,Installed,Good,1050,No,Yes,No,1,89,10,2,Ixelles
3300,Hyper equipped,Renovated,1000,No,Yes,No,2,128,16,2,Brussels City
2600,Hyper equipped,Renovated,1000,No,Yes,No,3,128,12,3,Brussels City
4200,Hyper equipped,Renovated,1050,No,Yes,Yes,3,150,15,3,Ixelles
1065,Hyper equipped,Renovated,1083,No,Yes,No,1,71,13,1,Ganshoren
990,Semi equipped,Renovated,1050,No,Yes,No,1,80,12,1,Ixelles
805,Installed,Renovated,1083,No,Yes,No,1,65,12,1,Ganshoren
1185,Installed,Renovated,1082,No,Yes,No,1,95,14,2,Berchem-Sainte-Agathe
4350,Hyper equipped,Renovated,1050,No,Yes,No,3,220,20,3,Ixelles
1120,Hyper equipped,Renovated,1083,No,Yes,Unknown,1,65,12,1,Ganshoren
1205,Hyper equipped,Renovated,1083,No,Yes,Unknown,1,70,12,1,Ganshoren
920,Hyper equipped,Renovated,1083,No,Yes,Unknown,1,42,10,1,Ganshoren
2200,Hyper equipped,Renovated,1150,No,Yes,No,3,173,18,5,Woluwe-St-Pierre
1380,Semi equipped,Renovated,1150,No,Yes,No,1,100,15,2,Woluwe-St-Pierre
850,Hyper equipped,Good,1190,No,Yes,No,1,60,12,2,Forest
1100,Installed,Good,1000,No,Yes,No,1,74,16,1,Brussels City
1400,Not installed,Renovated,1160,No,Yes,Unknown,1,100,12,3,Auderghem
905,Hyper equipped,Renovated,1180,No,Yes,No,1,47,10,1,Uccle
1100,Hyper equipped,Renovated,1040,No,Yes,Yes,1,38,10,1,Etterbeek
1750,Installed,Renovated,1160,No,Yes,Yes,1,72,14,1,Auderghem
1200,Hyper equipped,Renovated,1000,No,No,Yes,1,60,12,1,Brussels City
1340,Installed,Renovated,1150,No,Yes,No,1,80,13,1,Woluwe-St-Pierre
1330,Hyper equipped,Renovated,1160,No,Yes,No,1,90,14,2,Auderghem
2100,Hyper equipped,Renovated,1000,No,Yes,No,2,139,14,2,Brussels City
1180,Not installed,Renovated,1080,No,Yes,Unknown,1,100,20,2,Molenbeek-Saint-Jean
1250,Hyper equipped,Good,1150,No,Yes,No,1,100,12,2,Woluwe-St-Pierre
1250,Hyper equipped,Good,1150,No,Yes,No,1,100,12,2,Woluwe-St-Pierre
900,Not installed,Renovated,1080,No,Yes,No,1,98,15,2,Molenbeek-Saint-Jean
1650,Hyper equipped,Renovated,1040,No,Yes,No,2,135,22,3,Etterbeek
4100,Hyper equipped,Renovated,1000,No,Yes,Yes,3,220,26,2,Brussels City
1850,Not installed,Good,1160,No,No,Unknown,2,128,10,3,Auderghem
1480,Hyper equipped,Renovated,1050,No,Yes,No,1,120,14,2,Ixelles
2050,Hyper equipped,Renovated,1050,No,Yes,No,3,133,21,3,Ixelles
1500,Hyper equipped,Renovated,1200,No,Yes,No,1,100,16,2,Woluwe-Saint-Lambert
2030,Hyper equipped,Renovated,1000,No,No,Yes,1,128,10,2,Brussels City
1390,Not installed,Good,1050,No,Yes,No,1,120,10,2,Ixelles
1700,Hyper equipped,Renovated,1050,No,Yes,No,2,131,14,2,Ixelles
1230,Installed,Good,1170,No,Yes,No,1,66,10,2,Watermael-Boitsfort
1590,Installed,Renovated,1000,No,Yes,Yes,1,82,14,2,Brussels City
1590,Installed,Renovated,1050,No,Yes,Yes,1,82,14,2,Ixelles
1170,Installed,Renovated,1000,No,Yes,No,1,57,14,1,Brussels City
1450,Installed,Renovated,1190,No,Yes,No,1,100,18,2,Forest
1290,Not installed,Good,1000,No,Yes,No,1,110,10,2,Brussels City
1375,Hyper equipped,Renovated,1000,No,Yes,No,1,95,17,3,Brussels City
1660,Hyper equipped,Good,1000,No,Yes,No,1,115,14,2,Brussels City
1000,Hyper equipped,Good,1180,No,Yes,No,1,75,15,1,Uccle
750,Hyper equipped,Renovated,1050,No,Yes,Yes,1,40,10,1,Ixelles
750,Installed,Renovated,1050,No,Yes,Unknown,1,128,10,1,Ixelles
4930,Hyper equipped,Good,1180,No,No,Yes,3,180,10,3,Uccle
950,Hyper equipped,Renovated,1000,No,Yes,Yes,1,56,10,1,Brussels City
1085,Hyper equipped,Renovated,1070,No,Yes,Yes,1,44,8,1,Anderlecht
900,Not installed,Good,1050,No,No,Unknown,1,128,10,2,Ixelles
1705,Not installed,Renovated,1000,No,Yes,No,1,85,11,2,Brussels City
2025,Not installed,Renovated,1000,No,Yes,No,1,120,15,3,Brussels City
1580,Installed,Renovated,1050,No,Yes,No,2,100,18,2,Ixelles
2650,Hyper equipped,Renovated,1180,No,Yes,No,3,145,10,3,Uccle
1430,Installed,Good,1180,No,Yes,No,1,80,15,2,Uccle
1650,Installed,Good,1180,No,Yes,No,1,125,16,2,Uccle
900,Hyper equipped,Renovated,1200,No,Yes,Unknown,1,50,8,1,Woluwe-Saint-Lambert
1225,Hyper equipped,Renovated,1050,No,Yes,No,1,95,17,2,Ixelles
2000,Hyper equipped,Good,1000,No,Yes,No,2,115,27,2,Brussels City
3200,Hyper equipped,Renovated,1050,No,Yes,Yes,3,180,20,2,Ixelles
1175,Installed,Renovated,1050,No,Yes,No,1,70,10,1,Ixelles
860,Installed,Good,1050,No,No,Unknown,1,128,10,1,Ixelles
910,Installed,Renovated,1090,No,Yes,Unknown,1,68,16,1,Jette
1100,Hyper equipped,Renovated,1040,No,Yes,Yes,1,55,12,1,Etterbeek
950,Installed,Renovated,1050,No,Yes,No,2,72,11,1,Ixelles
1100,Hyper equipped,Renovated,1060,No,Yes,Yes,1,50,15,1,Saint-Gilles
1100,Hyper equipped,Good,1050,No,Yes,Yes,1,50,10,1,Ixelles
1080,Hyper equipped,Good,1000,No,Yes,No,1,70,10,2,Brussels City
1100,Installed,Good,1030,No,No,Yes,1,90,16,2,Schaerbeek
2400,Hyper equipped,Good,1180,No,Yes,No,4,132,17,4,Uccle
890,Semi equipped,Good,1050,No,No,Unknown,1,50,18,1,Ixelles
1610,Not installed,Renovated,1180,No,Yes,Unknown,2,124,60,2,Uccle
950,Not installed,Good,1030,No,Yes,No,2,95,10,2,Schaerbeek
1900,Hyper equipped,Renovated,1200,No,Yes,No,2,137,10,3,Woluwe-Saint-Lambert
2100,Hyper equipped,Renovated,1200,No,Yes,No,3,160,17,4,Woluwe-Saint-Lambert
1750,Hyper equipped,Good,1000,No,Yes,Yes,1,95,17,2,Brussels City
1150,Hyper equipped,Good,1150,No,Yes,No,1,75,16,2,Woluwe-St-Pierre
1640,Installed,Good,1050,No,Yes,Yes,1,75,10,2,Ixelles
1220,Installed,Good,1040,No,Yes,No,1,67,10,2,Etterbeek
3050,Hyper equipped,Renovated,1040,No,Yes,Yes,2,300,20,4,Etterbeek
1100,Not installed,Good,1140,No,Yes,No,1,100,10,2,Evere
1275,Not installed,Good,1040,No,Yes,Yes,1,65,10,1,Etterbeek
715,Installed,Renovated,1050,No,Yes,Unknown,1,60,10,1,Ixelles
816,Installed,Good,1030,No,Yes,No,1,48,10,1,Schaerbeek
1100,Installed,Good,1060,No,Yes,Yes,1,50,10,1,Saint-Gilles
1800,Hyper equipped,Renovated,1040,No,Yes,No,1,109,16,2,Etterbeek
970,Installed,Good,1180,No,Yes,No,1,74,14,2,Uccle
920,Not installed,Good,1040,No,Yes,No,1,42,10,1,Etterbeek
1380,Hyper equipped,Renovated,1070,No,Yes,No,1,128,18,2,Anderlecht
1205,Hyper equipped,Good,1040,No,Yes,No,1,70,10,1,Etterbeek
921,Not installed,Good,1040,No,Yes,No,1,63,10,1,Etterbeek
1355,Hyper equipped,Good,1040,No,Yes,Yes,1,70,10,1,Etterbeek
1050,Installed,Renovated,1000,No,Yes,Yes,1,128,10,1,Brussels City
860,Installed,Good,1030,No,Yes,Unknown,1,128,10,1,Schaerbeek
1315,Not installed,Good,1040,No,Yes,No,1,75,10,1,Etterbeek
1800,Hyper equipped,Renovated,1050,No,Yes,Unknown,1,120,20,3,Ixelles
1555,Not installed,Good,1180,No,No,Yes,2,100,15,1,Uccle
1000,Not installed,Renovated,1083,No,No,Unknown,1,128,16,2,Ganshoren
2150,Installed,Renovated,1180,No,Yes,Unknown,2,137,13,3,Uccle
2300,Hyper equipped,Renovated,1000,No,Yes,No,2,128,16,2,Brussels City
4400,Hyper equipped,Renovated,1050,No,Yes,Yes,2,155,20,2,Ixelles
4000,Hyper equipped,Renovated,1050,No,Yes,No,3,210,20,3,Ixelles
1950,Not installed,Renovated,1180,No,Yes,Unknown,2,130,10,2,Uccle
1150,Semi equipped,Renovated,1200,No,Yes,No,1,102,15,2,Woluwe-Saint-Lambert
900,Installed,Renovated,1070,No,Yes,No,1,90,10,3,Anderlecht
1700,Hyper equipped,Renovated,1050,No,Yes,No,1,96,11,2,Ixelles
4200,Hyper equipped,Renovated,1050,No,Yes,Yes,3,150,21,3,Ixelles
1345,Hyper equipped,Renovated,1180,No,Yes,No,1,72,15,2,Uccle
1349,Hyper equipped,Renovated,1000,No,Yes,No,1,73,15,1,Brussels City
2770,Hyper equipped,Renovated,1050,No,Yes,Yes,3,130,14,3,Ixelles
1380,Hyper equipped,Renovated,1200,No,Yes,No,1,98,18,1,Woluwe-Saint-Lambert
1150,Hyper equipped,Good,1200,No,Yes,No,1,64,14,1,Woluwe-Saint-Lambert
2650,Hyper equipped,Renovated,1200,No,Yes,No,2,180,26,5,Woluwe-Saint-Lambert
2601,Hyper equipped,Renovated,1200,No,Yes,No,3,300,25,5,Woluwe-Saint-Lambert
1500,Hyper equipped,Renovated,1050,No,Yes,Yes,1,51,13,1,Ixelles
4400,Hyper equipped,Renovated,1050,No,Yes,No,3,249,20,3,Ixelles
1230,Hyper equipped,Renovated,1000,No,Yes,Yes,1,43,12,1,Brussels City
855,Not installed,Renovated,1060,No,Yes,No,1,38,10,1,Saint-Gilles
2450,Hyper equipped,Renovated,1200,No,Yes,No,2,140,19,2,Woluwe-Saint-Lambert
1480,Hyper equipped,Good,1180,No,Yes,No,2,100,14,2,Uccle
1300,Hyper equipped,Renovated,1180,No,Yes,No,1,100,14,2,Uccle
1300,Hyper equipped,Renovated,1180,No,Yes,No,1,100,14,2,Uccle
3550,Hyper equipped,Renovated,1180,No,Yes,No,3,300,10,3,Uccle
2600,Installed,Good,1000,No,Yes,No,2,170,17,3,Brussels City
2100,Hyper equipped,Renovated,1000,No,Yes,Yes,2,160,10,2,Brussels City
720,Not installed,Good,1040,No,No,Unknown,0,128,10,1,Etterbeek
2450,Hyper equipped,Good,1000,No,Yes,Yes,1,79,18,1,Brussels City
1400,Hyper equipped,Good,1000,No,Yes,Yes,1,80,13,2,Brussels City
1400,Installed,Renovated,1060,No,Yes,Yes,1,109,11,1,Saint-Gilles
1200,Installed,Good,1040,No,Yes,Unknown,1,128,20,1,Etterbeek
1280,Installed,Good,1180,No,No,Unknown,2,128,16,2,Uccle
1750,Installed,Renovated,1050,No,Yes,No,2,100,20,2,Ixelles
1180,Hyper equipped,Renovated,1050,No,Yes,Yes,1,90,13,1,Ixelles
900,Not installed,Renovated,1020,No,No,Yes,0,52,10,1,Laeken
1850,Installed,Good,1150,No,Yes,No,2,130,10,3,Woluwe-St-Pierre
1370,Hyper equipped,Good,1040,No,Yes,No,2,154,10,3,Etterbeek
1300,Hyper equipped,Good,1000,No,No,No,1,112,33,1,Brussels City
1180,Installed,Good,1000,No,Yes,No,1,70,13,2,Brussels City
1200,Hyper equipped,Renovated,1000,No,Yes,Unknown,1,95,17,2,Brussels City
1050,Hyper equipped,Renovated,1200,No,Yes,No,1,60,15,1,Woluwe-Saint-Lambert
1290,Not installed,Good,1050,No,Yes,No,2,70,10,2,Ixelles
1145,Not installed,Renovated,1030,No,No,Unknown,1,90,10,2,Schaerbeek
1275,Hyper equipped,Renovated,1200,No,Yes,No,1,70,15,1,Woluwe-Saint-Lambert
1350,Hyper equipped,Renovated,1050,No,Yes,No,2,77,14,1,Ixelles
3400,Hyper equipped,Good,1050,No,Yes,No,4,280,23,4,Ixelles
1450,Installed,Renovated,1180,No,Yes,Unknown,1,100,15,2,Uccle
1250,Hyper equipped,Renovated,1030,No,Yes,Unknown,1,80,16,2,Schaerbeek
1100,Installed,Renovated,1040,No,Yes,Yes,1,40,10,1,Etterbeek
1175,Installed,Good,1030,No,Yes,No,1,70,10,1,Schaerbeek
1175,Installed,Good,1140,No,Yes,No,1,70,10,1,Evere
1175,Installed,Good,1030,No,Yes,No,1,70,10,1,Schaerbeek
1175,Installed,Good,1140,No,Yes,No,1,70,10,1,Evere
590,Installed,Good,1040,No,Yes,Unknown,1,35,10,1,Etterbeek
1500,Hyper equipped,Renovated,1050,No,Yes,No,2,100,19,2,Ixelles
1500,Installed,Good,1000,No,Yes,No,1,128,24,2,Brussels City
1400,Installed,Renovated,1170,No,Yes,No,1,92,14,3,Watermael-Boitsfort
1380,Semi equipped,Renovated,1200,No,Yes,No,1,100,15,2,Woluwe-Saint-Lambert
1500,Hyper equipped,Renovated,1050,No,Yes,No,1,75,10,1,Ixelles
1850,Hyper equipped,Renovated,1000,No,Yes,No,2,149,10,2,Brussels City
1125,Hyper equipped,Good,1040,No,Yes,No,1,78,9,2,Etterbeek
1070,Hyper equipped,Renovated,1030,No,Yes,Yes,1,55,14,1,Schaerbeek
1680,Not installed,Renovated,1160,No,Yes,Unknown,2,90,14,2,Auderghem
1380,Hyper equipped,Renovated,1050,No,Yes,Yes,1,75,10,1,Ixelles
3200,Hyper equipped,Renovated,1050,No,Yes,Unknown,3,230,30,3,Ixelles
1100,Hyper equipped,Renovated,1200,No,Yes,No,1,78,10,2,Woluwe-Saint-Lambert
960,Not installed,Good,1000,No,Yes,Unknown,1,85,10,1,Brussels City
950,Not installed,Good,1000,No,Yes,No,1,50,10,1,Brussels City
1225,Installed,Good,1050,No,Yes,No,1,80,15,2,Ixelles
885,Installed,Good,1180,No,Yes,Unknown,0,128,10,1,Uccle
1795,Hyper equipped,Good,1210,No,Yes,Yes,2,120,10,3,Saint-Josse-ten-Noode
4200,Installed,Renovated,1050,No,No,Yes,3,150,10,3,Ixelles
1575,Hyper equipped,Renovated,1050,No,Yes,Yes,1,70,15,1,Ixelles
1425,Hyper equipped,Good,1150,No,Yes,Unknown,1,136,10,2,Woluwe-St-Pierre
800,Installed,Good,1180,No,Yes,Unknown,1,47,10,1,Uccle
2150,Installed,Good,1050,No,No,Yes,2,110,17,3,Ixelles
1365,Installed,Renovated,1040,No,Yes,Unknown,1,124,20,2,Etterbeek
1400,Hyper equipped,Renovated,1180,No,Yes,No,2,98,18,2,Uccle
1250,Installed,Good,1180,No,Yes,No,2,90,10,2,Uccle
710,Installed,Good,1190,No,No,Unknown,1,44,10,1,Forest
2300,Hyper equipped,Renovated,1050,No,Yes,No,2,140,10,3,Ixelles
800,Semi equipped,Good,1040,No,Yes,No,1,67,10,1,Etterbeek
1700,Hyper equipped,Renovated,1050,No,Yes,Unknown,2,140,15,2,Ixelles
1450,Hyper equipped,Renovated,1180,No,Yes,No,1,128,10,2,Uccle
4600,Hyper equipped,Renovated,1180,No,Yes,No,3,218,12,3,Uccle
1000,Installed,Good,1030,No,Yes,No,1,73,10,2,Schaerbeek
1100,Not installed,Good,1030,No,Yes,Unknown,1,128,10,2,Schaerbeek
1215,Not installed,Good,1180,No,No,Unknown,2,128,25,1,Uccle
1160,Hyper equipped,Good,1180,No,Yes,Unknown,2,90,20,2,Uccle
1950,Hyper equipped,Good,1180,No,No,No,1,167,10,3,Uccle
1950,Hyper equipped,Good,1180,No,No,No,1,167,10,3,Uccle
1725,Hyper equipped,Renovated,1160,No,Yes,No,2,102,18,2,Auderghem
1100,Not installed,Good,1160,No,Yes,No,1,95,14,2,Auderghem
940,Not installed,Good,1040,No,Yes,No,1,70,10,1,Etterbeek
1050,Installed,Good,1000,No,No,Yes,1,71,10,1,Brussels City
1375,Hyper equipped,Renovated,1050,No,Yes,Yes,1,73,12,1,Ixelles
800,Not installed,Good,1050,No,No,Unknown,0,60,10,1,Ixelles
930,Hyper equipped,Renovated,1200,No,Yes,No,1,55,12,1,Woluwe-Saint-Lambert
1850,Hyper equipped,Renovated,1180,No,Yes,No,2,100,17,2,Uccle
1585,Hyper equipped,Renovated,1040,No,Yes,Unknown,1,105,20,2,Etterbeek
1800,Hyper equipped,Renovated,1200,No,Yes,Unknown,2,120,11,3,Woluwe-Saint-Lambert
800,Not installed,Renovated,1070,No,No,Unknown,1,80,9,2,Anderlecht
1870,Hyper equipped,Renovated,1000,No,Yes,Yes,1,115,10,2,Brussels City
1030,Hyper equipped,Renovated,1140,No,Yes,Unknown,1,60,10,1,Evere
1050,Hyper equipped,Renovated,1050,No,Yes,Unknown,1,45,10,1,Ixelles
3770,Hyper equipped,Renovated,1050,No,Yes,Yes,2,226,15,4,Ixelles
1600,Hyper equipped,Renovated,1050,No,Yes,Yes,1,70,10,2,Ixelles
2000,Installed,Renovated,1050,No,Yes,No,2,135,10,2,Ixelles
3000,Hyper equipped,Renovated,1050,No,Yes,No,2,136,20,2,Ixelles
3000,Hyper equipped,Renovated,1050,No,Yes,Yes,2,136,20,2,Ixelles
1200,Hyper equipped,Good,1050,No,Yes,No,1,86,12,2,Ixelles
1600,Hyper equipped,Renovated,1050,No,Yes,No,1,103,14,2,Ixelles
1600,Hyper equipped,Renovated,1050,No,Yes,No,1,103,14,2,Ixelles
2850,Hyper equipped,Renovated,1180,No,Yes,Yes,2,180,12,3,Uccle
1300,Not installed,Renovated,1050,No,Yes,Unknown,1,75,10,2,Ixelles
1305,Hyper equipped,Renovated,1150,No,Yes,No,1,92,12,2,Woluwe-St-Pierre
2075,Hyper equipped,Renovated,1160,No,Yes,No,2,120,21,3,Auderghem
1530,Installed,Renovated,1140,No,Yes,No,2,116,14,3,Evere
1900,Hyper equipped,Renovated,1040,No,Yes,Yes,3,165,20,3,Etterbeek
1510,Hyper equipped,Renovated,1180,No,Yes,Yes,1,60,15,1,Uccle
1080,Hyper equipped,Renovated,1180,No,Yes,Yes,1,40,10,1,Uccle
1050,Hyper equipped,Renovated,1180,No,Yes,Yes,1,40,10,1,Uccle
985,Not installed,Renovated,1000,No,Yes,No,1,57,10,1,Brussels City
1600,Hyper equipped,Renovated,1040,No,Yes,No,2,90,17,2,Etterbeek
950,Installed,Good,1170,No,Yes,No,1,65,20,1,Watermael-Boitsfort
1600,Hyper equipped,Renovated,1030,No,Yes,No,1,91,14,2,Schaerbeek
940,Not installed,Good,1050,No,Yes,No,1,128,10,1,Ixelles
4500,Hyper equipped,Renovated,1050,No,Yes,Yes,2,152,16,2,Ixelles
4400,Hyper equipped,Renovated,1050,No,Yes,No,4,215,23,3,Ixelles
1265,Hyper equipped,Renovated,1160,No,Yes,No,1,65,16,1,Auderghem
1100,Hyper equipped,Renovated,1170,No,Yes,Unknown,1,75,16,2,Watermael-Boitsfort
1800,Hyper equipped,Renovated,1050,No,No,Unknown,2,110,10,3,Ixelles
1250,Hyper equipped,Renovated,1000,No,Yes,Unknown,1,128,10,2,Brussels City
2250,Not installed,Renovated,1160,No,Yes,Unknown,2,175,24,3,Auderghem
1100,Not installed,Renovated,1190,No,Yes,No,1,85,15,2,Forest
850,Installed,Good,1060,No,Yes,No,1,60,10,1,Saint-Gilles
820,Installed,Renovated,1040,No,Yes,No,1,50,10,1,Etterbeek
3080,Hyper equipped,Renovated,1000,No,Yes,No,2,182,20,3,Brussels City
800,Not installed,Good,1000,No,Yes,No,1,42,10,1,Brussels City
900,Not installed,Good,1000,No,Yes,No,1,53,10,1,Brussels City
1265,Hyper equipped,Renovated,1160,No,Yes,No,1,65,14,1,Auderghem
735,Installed,Renovated,1200,No,Yes,Unknown,1,45,12,1,Woluwe-Saint-Lambert
1250,Not installed,Good,1030,No,Yes,No,2,90,10,1,Schaerbeek
1250,Not installed,Good,1030,No,Yes,No,2,90,10,1,Schaerbeek
790,Installed,Renovated,1210,No,Yes,No,1,75,12,1,Saint-Josse-ten-Noode
1350,Hyper equipped,Renovated,1030,No,Yes,Yes,1,85,14,2,Schaerbeek
1575,Hyper equipped,Good,1040,No,Yes,Yes,1,65,15,2,Etterbeek
1250,Hyper equipped,Renovated,1210,No,Yes,Yes,1,49,10,1,Saint-Josse-ten-Noode
1125,Hyper equipped,Good,1000,No,Yes,No,1,65,10,1,Brussels City
840,Installed,Good,1180,No,Yes,No,1,80,11,1,Uccle
1360,Installed,Renovated,1180,No,Yes,No,2,114,14,3,Uccle
1260,Not installed,Good,1150,No,Yes,No,2,95,10,2,Woluwe-St-Pierre
1800,Installed,Good,1040,No,No,No,1,95,14,2,Etterbeek
1475,Installed,Good,1030,No,No,No,1,95,16,2,Schaerbeek
1250,Installed,Good,1150,No,No,Yes,1,70,10,1,Woluwe-St-Pierre
1600,Not installed,Renovated,1000,No,Yes,No,2,125,10,2,Brussels City
1870,Hyper equipped,Renovated,1040,No,Yes,Yes,2,140,14,2,Etterbeek
890,Installed,Good,1180,No,No,No,1,50,15,1,Uccle
960,Installed,Good,1180,No,No,Yes,1,60,10,1,Uccle
1065,Hyper equipped,Renovated,1150,No,Yes,Yes,2,68,14,1,Woluwe-St-Pierre
760,Not installed,Good,1180,No,Yes,Yes,1,45,10,1,Uccle
825,Not installed,Good,1050,No,Yes,Unknown,1,62,14,1,Ixelles
830,Not installed,Good,1200,No,Yes,Unknown,1,128,10,1,Woluwe-Saint-Lambert
1430,Hyper equipped,Renovated,1050,No,Yes,No,2,153,10,2,Ixelles
950,Hyper equipped,Good,1000,No,Yes,No,1,61,10,1,Brussels City
1090,Installed,Renovated,1040,No,Yes,Yes,1,60,16,1,Etterbeek
1650,Hyper equipped,Renovated,1160,No,Yes,Unknown,1,90,15,2,Auderghem
1495,Hyper equipped,Renovated,1180,No,No,Unknown,1,75,10,1,Uccle
2680,Hyper equipped,Renovated,1180,No,Yes,Yes,2,165,18,3,Uccle
3350,Hyper equipped,Renovated,1050,No,Yes,No,2,195,25,3,Ixelles
1290,Hyper equipped,Good,1040,No,Yes,Yes,1,80,16,2,Etterbeek
1140,Hyper equipped,Good,1000,No,Yes,Yes,1,70,10,1,Brussels City
1025,Hyper equipped,Renovated,1040,No,Yes,Yes,1,50,10,1,Etterbeek
1245,Hyper equipped,Good,1150,No,Yes,Unknown,1,128,10,1,Woluwe-St-Pierre
3250,Installed,Renovated,1050,No,Yes,Unknown,3,128,220,4,Ixelles
2200,Not installed,Good,1150,No,Yes,No,1,150,10,4,Woluwe-St-Pierre
1400,Hyper equipped,Renovated,1040,No,Yes,No,1,83,14,2,Etterbeek
1790,Not installed,Good,1050,No,Yes,No,1,135,17,2,Ixelles
1550,Installed,Good,1200,No,Yes,No,1,120,17,3,Woluwe-Saint-Lambert
2800,Hyper equipped,Good,1000,No,Yes,No,2,192,10,3,Brussels City
675,Installed,Good,1150,No,Yes,Unknown,1,42,10,1,Woluwe-St-Pierre
910,Hyper equipped,Renovated,1060,No,Yes,Yes,1,50,10,1,Saint-Gilles
1350,Hyper equipped,Renovated,1150,No,Yes,No,1,109,14,2,Woluwe-St-Pierre
800,Installed,Good,1050,No,Yes,No,1,45,16,1,Ixelles
1195,Installed,Renovated,1180,No,No,No,1,100,16,1,Uccle
2700,Semi equipped,Renovated,1180,No,Yes,Unknown,2,145,20,3,Uccle
1380,Installed,Good,1160,No,Yes,Unknown,2,100,12,2,Auderghem
1400,Not installed,Good,1000,No,Yes,Unknown,1,119,14,3,Brussels City
1015,Installed,Renovated,1082,No,Yes,Unknown,1,65,15,1,Berchem-Sainte-Agathe
960,Installed,Good,1070,No,Yes,No,1,86,15,2,Anderlecht
735,Semi equipped,Renovated,1020,No,Yes,Yes,1,60,12,1,Laeken
800,Installed,Good,1070,No,Yes,No,1,50,10,1,Anderlecht
1025,Installed,Good,1060,No,Yes,No,0,45,10,1,Saint-Gilles
975,Semi equipped,Good,1190,No,Yes,No,1,90,18,1,Forest
4350,Hyper equipped,Renovated,1050,No,Yes,Yes,2,155,20,2,Ixelles
4200,Hyper equipped,Renovated,1050,No,Yes,Yes,2,170,26,2,Ixelles
4200,Hyper equipped,Renovated,1050,No,Yes,Yes,2,170,26,2,Ixelles
3350,Installed,Renovated,1050,No,Yes,Yes,2,100,19,2,Ixelles
750,Installed,Renovated,1070,No,Yes,Unknown,1,70,9,2,Anderlecht
2200,Hyper equipped,Renovated,1000,No,Yes,No,1,217,10,1,Brussels City
1150,Hyper equipped,Renovated,1000,No,Yes,No,1,60,17,1,Brussels City
1350,Hyper equipped,Renovated,1000,No,Yes,No,1,72,15,2,Brussels City
820,Installed,Good,1000,No,Yes,Yes,1,35,10,1,Brussels City
1475,Installed,Good,1200,No,Yes,Unknown,2,113,15,2,Woluwe-Saint-Lambert
1350,Hyper equipped,Renovated,1050,No,Yes,No,1,100,14,2,Ixelles
2095,Not installed,Good,1160,No,Yes,No,2,135,13,3,Auderghem
1305,Hyper equipped,Renovated,1150,No,Yes,No,1,90,14,2,Woluwe-St-Pierre
2175,Hyper equipped,Renovated,1150,No,Yes,No,2,151,14,3,Woluwe-St-Pierre
1075,Semi equipped,Good,1150,No,Yes,No,1,75,9,2,Woluwe-St-Pierre
1550,Installed,Renovated,1050,No,Yes,No,2,80,16,1,Ixelles
1750,Hyper equipped,Renovated,1200,No,Yes,No,1,100,16,2,Woluwe-Saint-Lambert
1475,Hyper equipped,Renovated,1150,No,Yes,No,1,105,14,2,Woluwe-St-Pierre
1375,Not installed,Renovated,1050,No,Yes,Unknown,1,85,14,1,Ixelles
1050,Not installed,Good,1000,No,Yes,No,1,50,12,1,Brussels City
1100,Hyper equipped,Good,1060,No,Yes,Unknown,1,78,14,1,Saint-Gilles
1270,Hyper equipped,Good,1000,No,Yes,Unknown,1,95,17,2,Brussels City
1100,Semi equipped,Good,1190,No,Yes,Unknown,1,65,10,3,Forest
1150,Hyper equipped,Renovated,1020,No,No,Unknown,1,100,20,2,Laeken
1770,Hyper equipped,Good,1050,No,Yes,Yes,1,80,10,1,Ixelles
1525,Hyper equipped,Renovated,1050,No,Yes,No,2,120,16,2,Ixelles
1450,Hyper equipped,Renovated,1170,No,Yes,Unknown,1,90,10,2,Watermael-Boitsfort
1470,Hyper equipped,Renovated,1000,No,Yes,No,2,102,10,2,Brussels City
910,Installed,Renovated,1040,No,Yes,No,1,55,14,1,Etterbeek
1150,Installed,Good,1150,No,No,No,1,92,18,2,Woluwe-St-Pierre
1310,Semi equipped,Good,1040,No,Yes,No,1,68,10,1,Etterbeek
785,Semi equipped,No renovated,1040,No,Yes,Yes,1,58,10,1,Etterbeek
1195,Hyper equipped,Good,1040,No,Yes,No,1,98,10,2,Etterbeek
785,Semi equipped,No renovated,1040,No,Yes,Yes,1,58,10,1,Etterbeek
895,Semi equipped,Good,1040,No,Yes,No,1,53,10,1,Etterbeek
1500,Installed,Good,1040,No,Yes,No,2,130,10,2,Etterbeek
1400,Installed,Good,1060,No,Yes,No,2,85,14,2,Saint-Gilles
1030,Hyper equipped,Good,1000,No,Yes,Unknown,1,70,10,1,Brussels City
1400,Not installed,Good,1050,No,Yes,No,1,80,10,1,Ixelles
860,Semi equipped,Good,1060,No,Yes,Unknown,1,50,12,1,Saint-Gilles
1200,Hyper equipped,Renovated,1180,No,Yes,Unknown,1,128,10,2,Uccle
870,Not installed,Good,1050,No,No,Unknown,2,60,10,1,Ixelles
830,Installed,Good,1090,No,Yes,No,1,60,10,1,Jette
990,Not installed,Good,1140,No,Yes,No,1,64,10,1,Evere
1700,Not installed,Renovated,1050,No,Yes,No,2,96,15,2,Ixelles
895,Installed,Good,1060,No,Yes,Unknown,1,62,16,1,Saint-Gilles
950,Installed,Good,1050,No,No,Yes,1,60,10,1,Ixelles
